gene_id	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
MFD01231.bin.1.34.R1.cmag_contig_3_79	MFD01231.bin.1.34.R1.cmag	contig_3	79	148754	149869	-1	A	tki:TKV_c11360	K00773	tki:TKV_c11360 (ko:K00773)  tgt; queuine tRNA-ribosyltransferase Tgt	True	0.633	458.0	2.454e-141								Queuine tRNA-ribosyltransferase [PF01702.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_80	MFD01231.bin.1.34.R1.cmag	contig_3	80	149869	150852	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_81	MFD01231.bin.1.34.R1.cmag	contig_3	81	150906	151934	-1	A	ccl:Clocl_2404	K07568	ccl:Clocl_2404 (ko:K07568)  S-adenosylmethionine--tRNA ribosyltransferase-isomerase	True	0.581	382.0	1.165e-115								Queuosine biosynthesis protein [PF02547.19]					0
MFD01231.bin.1.34.R1.cmag_contig_3_82	MFD01231.bin.1.34.R1.cmag	contig_3	82	152024	153502	1	A	pir:VN12_21740		pir:VN12_21740 ()  namA_1; NADPH dehydrogenase	True	0.447	379.0	5.59e-112								NADH:flavin oxidoreductase / NADH oxidase family [PF00724.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_83	MFD01231.bin.1.34.R1.cmag	contig_3	83	153504	154493	-1	C	ppis:B1L02_23415	K07052	ppis:B1L02_23415 (ko:K07052)  hypothetical protein	False	0.326	102.0	6.115000000000001e-20								Type II CAAX prenyl endopeptidase Rce1-like [PF02517.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_84	MFD01231.bin.1.34.R1.cmag	contig_3	84	154505	155260	-1	C	mox:DAMO_1189	K06861	mox:DAMO_1189 (ko:K06861)  lptB; putative lipopolysaccharide transport protein B: ATP-binding component of ABC superfamily	False	0.666	315.0	3.865e-94								ABC transporter [PF00005.31]					0
MFD01231.bin.1.34.R1.cmag_contig_3_85	MFD01231.bin.1.34.R1.cmag	contig_3	85	155284	156000	-1	C	tde:TDE_0645	K09774	tde:TDE_0645 (ko:K09774)  conserved hypothetical protein	False	0.265	68.0	1.297e-09								LptA/(LptD N-terminal domain) LPS transport protein [PF03968.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_86	MFD01231.bin.1.34.R1.cmag	contig_3	86	155997	156563	-1	C	drc:G0Q07_19860	K11719	drc:G0Q07_19860 (ko:K11719)  lptC; LPS export ABC transporter periplasmic protein LptC	False	0.266	64.0	1.67e-08								Lipopolysaccharide-assembly, LptC-related [PF06835.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_87	MFD01231.bin.1.34.R1.cmag	contig_3	87	156544	157416	-1	C	dek:DSLASN_17980	K22311	dek:DSLASN_17980 (ko:K22311)  lipid A biosynthesis lauroyl acyltransferase	False	0.379	188.0	2.022e-49								Bacterial lipid A biosynthesis acyltransferase [PF03279.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_88	MFD01231.bin.1.34.R1.cmag	contig_3	88	157520	158350	-1	C	rufi:K0V07_11025		rufi:K0V07_11025 ()  AraC family transcriptional regulator	False	0.326	138.0	9.81e-33													0
MFD01231.bin.1.34.R1.cmag_contig_3_89	MFD01231.bin.1.34.R1.cmag	contig_3	89	158504	159496	1	C	rufi:K0V07_11030		rufi:K0V07_11030 ()  zinc-binding alcohol dehydrogenase	False	0.501	302.0	3.453e-88								Zinc-binding dehydrogenase [PF00107.30]; Glucose dehydrogenase C-terminus [PF16912.9]					0
MFD01231.bin.1.34.R1.cmag_contig_3_90	MFD01231.bin.1.34.R1.cmag	contig_3	90	159513	160271	1	C	fsh:Q2T83_17280	K01816	fsh:Q2T83_17280 (ko:K01816)  TIM barrel protein	False	0.446	202.0	6.2280000000000005e-55								Xylose isomerase-like TIM barrel [PF01261.28]					0
MFD01231.bin.1.34.R1.cmag_contig_3_91	MFD01231.bin.1.34.R1.cmag	contig_3	91	160461	161219	1	C	ccot:CCAX7_65600		ccot:CCAX7_65600 ()  sugar phosphate isomerase	False	0.55	256.0	9.313e-74													0
MFD01231.bin.1.34.R1.cmag_contig_3_92	MFD01231.bin.1.34.R1.cmag	contig_3	92	161235	162338	1	A	rrs:RoseRS_3454		rrs:RoseRS_3454 ()  oxidoreductase domain protein	True	0.698	500.0	4.967e-156								Oxidoreductase family, NAD-binding Rossmann fold [PF01408.26]; Oxidoreductase family, C-terminal alpha/beta domain [PF02894.21]					0
MFD01231.bin.1.34.R1.cmag_contig_3_93	MFD01231.bin.1.34.R1.cmag	contig_3	93	162376	164400	1	A	cohn:KCTCHS21_13160		cohn:KCTCHS21_13160 ()  hypothetical protein	True	0.46	555.0	2.193e-169													0
MFD01231.bin.1.34.R1.cmag_contig_3_94	MFD01231.bin.1.34.R1.cmag	contig_3	94	164466	165221	-1	C	psab:PSAB_05165		psab:PSAB_05165 ()  type 11 methyltransferase	False	0.336	129.0	7.606000000000002e-30								ubiE/COQ5 methyltransferase family [PF01209.22]; Methyltransferase domain [PF13847.10]; Methyltransferase domain [PF13489.10]; Methyltransferase domain [PF08241.16]; Tellurite resistance protein TehB [PF03848.18]; Methyltransferase domain [PF13649.10]; Nodulation protein S (NodS) [PF05401.15]; tRNA (Uracil-5-)-methyltransferase [PF05958.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_95	MFD01231.bin.1.34.R1.cmag	contig_3	95	165294	166262	-1	A	ddf:DEFDS_1039	K06041	ddf:DEFDS_1039 (ko:K06041)  arabinose-5-phosphate isomerase	True	0.572	352.0	1.62e-105								SIS domain [PF01380.26]					0
MFD01231.bin.1.34.R1.cmag_contig_3_96	MFD01231.bin.1.34.R1.cmag	contig_3	96	166266	166976	-1	C	nti:DNFV4_01287	K07164	nti:DNFV4_01287 (ko:K07164)  zf-RING_7 domain-containing protein	False	0.287	100.0	3.14e-20								C4-type zinc ribbon domain [PF02591.19]					0
MFD01231.bin.1.34.R1.cmag_contig_3_97	MFD01231.bin.1.34.R1.cmag	contig_3	97	167021	168370	-1	C	emi:Emin_1504		emi:Emin_1504 ()  hypothetical protein	False	0.262	128.0	1.8700000000000003e-27													0
MFD01231.bin.1.34.R1.cmag_contig_3_98	MFD01231.bin.1.34.R1.cmag	contig_3	98	168688	168852	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_99	MFD01231.bin.1.34.R1.cmag	contig_3	99	168975	169913	-1	C	mro:MROS_1617		mro:MROS_1617 ()  hypothetical protein	False	0.27	108.0	4.693e-22								Type IX secretion system protein PorV [PF19572.3]; Uncharacterised protein family (UPF0164) [PF03687.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_100	MFD01231.bin.1.34.R1.cmag	contig_3	100	169910	170923	-1	D															Secretion system C-terminal sorting domain [PF18962.4]					0
MFD01231.bin.1.34.R1.cmag_contig_3_101	MFD01231.bin.1.34.R1.cmag	contig_3	101	171108	173165	-1	D															Carbohydrate binding domain (family 11) [PF03425.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_102	MFD01231.bin.1.34.R1.cmag	contig_3	102	173576	176788	1	A	ccot:CCAX7_30230		ccot:CCAX7_30230 ()  hypothetical protein	True	0.445	846.0	3.7249999999999996e-263								Glycosyl hydrolases family 38 N-terminal domain [PF01074.26]; Glycosyl hydrolases family 38 C-terminal domain [PF07748.17]; Alpha mannosidase middle domain [PF09261.15]; Glycosyl hydrolases family 38 C-terminal beta sandwich domain [PF17677.5]	GH38	GH38 alpha-mannosidase (EC 3.2.1.24); mannosyl-oligosaccharide alpha-1,2-mannosidase (EC 3.2.1.113); mannosyl-oligosaccharide alpha-1,3-1,6-mannosidase (EC 3.2.1.114); mannosyl-oligosaccharide alpha-1,3-mannosidase (EC 3.2.1.207); mannosyl-oligosaccharide alpha-1,6-mannosidase / exo-alpha-1,6-mannosidase (EC 3.2.1.163)	3.2.1.113,3.2.1.114,3.2.1.163,3.2.1.24,3.2.1.-	GH38.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_103	MFD01231.bin.1.34.R1.cmag	contig_3	103	176804	177271	-1	C	mke:OOT55_04685		mke:OOT55_04685 ()  hypothetical protein	False	0.433	101.0	8.267999999999999e-22													0
MFD01231.bin.1.34.R1.cmag_contig_3_104	MFD01231.bin.1.34.R1.cmag	contig_3	104	177316	178350	-1	C	ccz:CCALI_01817	K00820	ccz:CCALI_01817 (ko:K00820)  glutamine--fructose-6-phosphate transaminase	False	0.474	296.0	6.655e-86								SIS domain [PF01380.26]					0
MFD01231.bin.1.34.R1.cmag_contig_3_105	MFD01231.bin.1.34.R1.cmag	contig_3	105	178505	180772	1	C	dvm:DvMF_0669		dvm:DvMF_0669 ()  hypothetical protein	False	0.306	344.0	2.152e-96								Sortilin, neurotensin receptor 3, [PF15902.9]; Photosynthesis system II assembly factor YCF48 [PF14870.10]; BNR repeat-like domain [PF13088.10]	GH74	GH74 endoglucanase (EC 3.2.1.4); oligoxyloglucan reducing end-specific cellobiohydrolase (EC 3.2.1.150); xyloglucanase (EC 3.2.1.151)	3.2.1.150,3.2.1.151,3.2.1.4	GH74.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_106	MFD01231.bin.1.34.R1.cmag	contig_3	106	180797	183190	-1	A	ckn:Calkro_2175	K18675	ckn:Calkro_2175 (ko:K18675)  glycosyltransferase 36	True	0.431	600.0	7.345e-183								Glycosyl hydrolase 36 superfamily, catalytic domain [PF17167.8]; Glycosyltransferase family 36 [PF06165.15]	GH94	GH94 cellobiose phosphorylase (EC 2.4.1.20); laminaribiose phosphorylase (EC 2.4.1.31); cellodextrin phosphorylase (EC 2.4.1.49); chitobiose phosphorylase (EC 2.4.1.280); cellobionic acid phosphorylase (EC 2.4.1.321); beta-1,2-oligoglucan phosphorylase (EC 2.4.1.333); 4-O-beta-D-glucosyl-D-galactose phosphorylase (EC 2.4.1.-); solabiose phosphorylase (EC 2.4.1.389)	2.4.1.20,2.4.1.280,2.4.1.31,2.4.1.321,2.4.1.333,2.4.1.389,2.4.1.49,2.4.1.-	GH94.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_107	MFD01231.bin.1.34.R1.cmag	contig_3	107	183331	183582	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_108	MFD01231.bin.1.34.R1.cmag	contig_3	108	183579	184334	1	C	hpel:HZS54_05240		hpel:HZS54_05240 ()  methyltransferase domain-containing protein	False	0.435	190.0	5.325e-51								Methyltransferase domain [PF08241.16]; Methyltransferase domain [PF13489.10]; ubiE/COQ5 methyltransferase family [PF01209.22]; Tellurite resistance protein TehB [PF03848.18]; Mycolic acid cyclopropane synthetase [PF02353.24]; Protein of unknown function (DUF1698) [PF08003.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_109	MFD01231.bin.1.34.R1.cmag	contig_3	109	184347	185147	1	C	mmaz:MmTuc01_0588	K02013	mmaz:MmTuc01_0588 (ko:K02013)  ABC transporter, ATP-binding protein	False	0.566	267.0	4.717e-77								ABC transporter [PF00005.31]; AAA ATPase domain [PF13175.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_110	MFD01231.bin.1.34.R1.cmag	contig_3	110	185377	185583	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_111	MFD01231.bin.1.34.R1.cmag	contig_3	111	185674	186141	1	C	cthd:CDO33_10050	K07005	cthd:CDO33_10050 (ko:K07005)  MFS transporter	False	0.547	158.0	1.2089999999999998e-41								Pyridoxamine 5'-phosphate oxidase [PF12900.11]					0
MFD01231.bin.1.34.R1.cmag_contig_3_112	MFD01231.bin.1.34.R1.cmag	contig_3	112	186224	186538	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_113	MFD01231.bin.1.34.R1.cmag	contig_3	113	186618	187277	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_114	MFD01231.bin.1.34.R1.cmag	contig_3	114	187439	188164	-1	C	flc:KJS93_12990		flc:KJS93_12990 ()  prolyl oligopeptidase family serine peptidase	False	0.639	301.0	1.522e-89								Prolyl oligopeptidase family [PF00326.25]; Phospholipase/Carboxylesterase [PF02230.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_115	MFD01231.bin.1.34.R1.cmag	contig_3	115	188238	188756	-1	C	bgk:IC762_31325		bgk:IC762_31325 ()  hypothetical protein	False	0.36	104.0	1.272e-22													0
MFD01231.bin.1.34.R1.cmag_contig_3_116	MFD01231.bin.1.34.R1.cmag	contig_3	116	188942	189355	-1	C	arg:QT11_C0001G0585		arg:QT11_C0001G0585 ()  hypothetical protein	False	0.386	88.0	1.326e-17													0
MFD01231.bin.1.34.R1.cmag_contig_3_117	MFD01231.bin.1.34.R1.cmag	contig_3	117	189345	190016	-1	C	amau:DSM26151_29340		amau:DSM26151_29340 ()  hypothetical protein	False	0.305	84.0	6.61e-15													0
MFD01231.bin.1.34.R1.cmag_contig_3_118	MFD01231.bin.1.34.R1.cmag	contig_3	118	190443	190688	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_119	MFD01231.bin.1.34.R1.cmag	contig_3	119	190922	191644	-1	C	flc:KJS93_12990		flc:KJS93_12990 ()  prolyl oligopeptidase family serine peptidase	False	0.643	303.0	3.0159999999999997e-90								Prolyl oligopeptidase family [PF00326.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_120	MFD01231.bin.1.34.R1.cmag	contig_3	120	191662	192726	-1	C	pfai:NXY11_03840		pfai:NXY11_03840 ()  glycoside hydrolase family 99-like domain-containing protein	False	0.498	338.0	4.963e-100								Glycosyltransferase WbsX [PF14307.10]; Glycosyl hydrolase family 99 [PF16317.9]					0
MFD01231.bin.1.34.R1.cmag_contig_3_121	MFD01231.bin.1.34.R1.cmag	contig_3	121	192775	193050	-1	D															Domain of unknown function (DUF6485) [PF20095.3]					0
MFD01231.bin.1.34.R1.cmag_contig_3_122	MFD01231.bin.1.34.R1.cmag	contig_3	122	193070	193648	-1	C	meq:MSWHS_0243		meq:MSWHS_0243 ()  iron-sulfur flavoprotein	False	0.721	276.0	7.099e-82								NADPH-dependent FMN reductase [PF03358.19]; Flavodoxin-like fold [PF02525.21]					0
MFD01231.bin.1.34.R1.cmag_contig_3_123	MFD01231.bin.1.34.R1.cmag	contig_3	123	193660	195960	-1	C	fek:C1H87_18585		fek:C1H87_18585 ()  hypothetical protein	False	0.163	81.0	4.85e-12													0
MFD01231.bin.1.34.R1.cmag_contig_3_124	MFD01231.bin.1.34.R1.cmag	contig_3	124	196174	196848	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_125	MFD01231.bin.1.34.R1.cmag	contig_3	125	196874	197839	-1	A	mas:Mahau_0731		mas:Mahau_0731 ()  Xylose isomerase domain-containing protein TIM barrel	True	0.707	457.0	5.125e-142								Xylose isomerase-like TIM barrel [PF01261.28]					0
MFD01231.bin.1.34.R1.cmag_contig_3_126	MFD01231.bin.1.34.R1.cmag	contig_3	126	197855	199006	-1	A	spsy:AZE41_09900		spsy:AZE41_09900 ()  dehydrogenase	True	0.62	466.0	1.047e-143								Oxidoreductase family, C-terminal alpha/beta domain [PF02894.21]; Oxidoreductase family, NAD-binding Rossmann fold [PF01408.26]	GH109	GH109 alpha-N-acetylgalactosaminidase (EC 3.2.1.49); beta-N-acetylhexosaminidase (EC 3.2.1.52)	3.2.1.49,3.2.1.52	GH109.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_127	MFD01231.bin.1.34.R1.cmag	contig_3	127	199039	200055	-1	C	vpy:HZI73_09580	K01599	vpy:HZI73_09580 (ko:K01599)  hypothetical protein	False	0.435	254.0	1.371e-71								Uroporphyrinogen decarboxylase (URO-D) [PF01208.21]					0
MFD01231.bin.1.34.R1.cmag_contig_3_128	MFD01231.bin.1.34.R1.cmag	contig_3	128	200086	201156	-1	A	cthd:CDO33_20090	K01599	cthd:CDO33_20090 (ko:K01599)  hypothetical protein	True	0.712	507.0	1.449e-158								Uroporphyrinogen decarboxylase (URO-D) [PF01208.21]					0
MFD01231.bin.1.34.R1.cmag_contig_3_129	MFD01231.bin.1.34.R1.cmag	contig_3	129	201176	202249	-1	C	phm:PSMK_15210		phm:PSMK_15210 ()  putative oxidoreductase	False	0.489	316.0	1.737e-92								Oxidoreductase family, NAD-binding Rossmann fold [PF01408.26]; Oxidoreductase family, C-terminal alpha/beta domain [PF02894.21]	GH109	GH109 alpha-N-acetylgalactosaminidase (EC 3.2.1.49); beta-N-acetylhexosaminidase (EC 3.2.1.52)	3.2.1.49,3.2.1.52	GH109.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_130	MFD01231.bin.1.34.R1.cmag	contig_3	130	202263	203003	-1	A	htx:EKK97_07035		htx:EKK97_07035 ()  trehalose utilization protein ThuA	True	0.741	363.0	6.319e-111								Trehalose utilisation [PF06283.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_131	MFD01231.bin.1.34.R1.cmag	contig_3	131	203099	203995	1	C	rub:GBA63_13230		rub:GBA63_13230 ()  helix-turn-helix domain-containing protein	False	0.448	218.0	9.609e-60								Helix-turn-helix domain [PF12833.11]					0
MFD01231.bin.1.34.R1.cmag_contig_3_132	MFD01231.bin.1.34.R1.cmag	contig_3	132	204123	207605	1	C	ttr:Tter_2777		ttr:Tter_2777 ()  Kelch repeat-containing protein	False	0.347	86.0	2.461e-13								Malectin domain [PF11721.12]	CBM57	CBM57 Created from reading Schallus et al (2008) Mol Biol Cell. 19:3404-3414 [PMID: 18524852] and finding related domains attached to various glycosidases.		CBM57.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_133	MFD01231.bin.1.34.R1.cmag	contig_3	133	207647	208540	-1	C	fbc:FB2170_11711		fbc:FB2170_11711 ()  hypothetical protein	False	0.378	157.0	6.563e-39								Helix-turn-helix domain [PF12833.11]					0
MFD01231.bin.1.34.R1.cmag_contig_3_134	MFD01231.bin.1.34.R1.cmag	contig_3	134	208727	212557	1	C	hahh:O5O45_25780		hahh:O5O45_25780 ()  alpha/beta hydrolase-fold protein	False	0.195	121.0	4.819e-24								Prolyl oligopeptidase family [PF00326.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_135	MFD01231.bin.1.34.R1.cmag	contig_3	135	212779	215163	1	C	gog:C1280_11100		gog:C1280_11100 ()  hypothetical protein	False	0.269	128.0	2.329e-26													0
MFD01231.bin.1.34.R1.cmag_contig_3_136	MFD01231.bin.1.34.R1.cmag	contig_3	136	215491	218229	1	C	gms:SOIL9_28400		gms:SOIL9_28400 ()  S8A family peptidase OS=Myxococcus stipitatus (strain DSM 14675 / JCM 12634 / Mx s8) GN=MYSTI_05981 PE=4 SV=1	False	0.241	129.0	1.054e-26								Protein of unknown function (DUF1349) [PF07081.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_137	MFD01231.bin.1.34.R1.cmag	contig_3	137	218408	222775	1	A	calt:Cal6303_3950		calt:Cal6303_3950 ()  conserved repeat domain protein	True	0.322	552.0	1.073e-158													0
MFD01231.bin.1.34.R1.cmag_contig_3_138	MFD01231.bin.1.34.R1.cmag	contig_3	138	222978	225137	1	D															Alpha-L-rhamnosidase N-terminal domain [PF08531.14]					0
MFD01231.bin.1.34.R1.cmag_contig_3_139	MFD01231.bin.1.34.R1.cmag	contig_3	139	225342	229007	1	C	haei:MUN82_16750		haei:MUN82_16750 ()  T9SS type A sorting domain-containing protein	False	0.372	330.0	2.648e-88													0
MFD01231.bin.1.34.R1.cmag_contig_3_140	MFD01231.bin.1.34.R1.cmag	contig_3	140	229060	230100	-1	C	fsh:Q2T83_00425		fsh:Q2T83_00425 ()  alpha/beta hydrolase family protein	False	0.414	252.0	1.649e-70	MER0198445	S09X	MER0198445 - family S9 unassigned peptidases (Thermoanaerobacter italicus) [S09.UPW]#S09X#{peptidase unit: 84-343}~source ADD02971~	False	0.394	173.0	1.869e-45	Abhydrolase family [PF12715.11]; Acetyl xylan esterase (AXE1) [PF05448.16]; Prolyl oligopeptidase family [PF00326.25]; Dienelactone hydrolase family [PF01738.22]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.22]; Esterase FrsA-like [PF06500.15]; BAAT / Acyl-CoA thioester hydrolase C terminal [PF08840.15]; Platelet-activating factor acetylhydrolase, isoform II [PF03403.17]	CE19	CE19	3.1.1.11	CE19.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_141	MFD01231.bin.1.34.R1.cmag	contig_3	141	230155	231531	-1	C	ttr:Tter_2617		ttr:Tter_2617 ()  glycoside hydrolase family 4	False	0.304	209.0	2.946e-54								Family 4 glycosyl hydrolase [PF02056.20]; Family 4 glycosyl hydrolase C-terminal domain [PF11975.12]	GH4	GH4 maltose-6-phosphate glucosidase (EC 3.2.1.122); alpha-glucosidase (EC 3.2.1.20); alpha-galactosidase (EC 3.2.1.22); 6-phospho-beta-glucosidase (EC 3.2.1.86); alpha-glucuronidase (EC 3.2.1.139); alpha-galacturonase (EC 3.2.1.67); palatinase (EC 3.2.1.-)	3.2.1.122,3.2.1.139,3.2.1.20,3.2.1.22,3.2.1.67,3.2.1.86	GH4.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_142	MFD01231.bin.1.34.R1.cmag	contig_3	142	231560	232042	-1	C	mox:DAMO_0142	K08296	mox:DAMO_0142 (ko:K08296)  conserved protein of unknown function	False	0.409	112.0	1.51e-25								Histidine phosphatase superfamily (branch 1) [PF00300.26]					0
MFD01231.bin.1.34.R1.cmag_contig_3_143	MFD01231.bin.1.34.R1.cmag	contig_3	143	232073	232825	-1	C	cmah:C1I91_15655	K14189	cmah:C1I91_15655 (ko:K14189)  short-chain dehydrogenase	False	0.58	256.0	1.606e-73								short chain dehydrogenase [PF00106.29]; Enoyl-(Acyl carrier protein) reductase [PF13561.10]; KR domain [PF08659.14]					0
MFD01231.bin.1.34.R1.cmag_contig_3_144	MFD01231.bin.1.34.R1.cmag	contig_3	144	233073	233969	-1	C	paeh:H70357_07650		paeh:H70357_07650 ()  hypothetical protein	False	0.346	171.0	1.287e-43								PHP domain [PF02811.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_145	MFD01231.bin.1.34.R1.cmag	contig_3	145	234131	237718	-1	A	nop:Nos7524_1840	K03737	nop:Nos7524_1840 (ko:K03737)  pyruvate:ferredoxin (flavodoxin) oxidoreductase, homodimeric	True	0.694	1661.0	0.0								Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg [PF01855.23]; Pyruvate:ferredoxin oxidoreductase core domain II [PF17147.8]; Domain of unknown function [PF10371.13]; 4Fe-4S dicluster domain [PF13237.10]; 4Fe-4S dicluster domain [PF14697.10]; 4Fe-4S dicluster domain [PF12838.11]; 4Fe-4S dicluster domain [PF13187.10]; 4Fe-4S double cluster binding domain [PF13484.10]; 4Fe-4S dicluster domain [PF13183.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_146	MFD01231.bin.1.34.R1.cmag	contig_3	146	237823	240162	-1	A	cyj:Cyan7822_0632	K04656	cyj:Cyan7822_0632 (ko:K04656)  (NiFe) hydrogenase maturation protein HypF	True	0.599	890.0	4.603e-283								Telomere recombination [PF01300.22]; HypF Kae1-like domain [PF17788.5]; Acylphosphatase [PF00708.22]; HypF finger [PF07503.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_147	MFD01231.bin.1.34.R1.cmag	contig_3	147	240309	240785	-1	C	jet:L3J17_02400	K03605	jet:L3J17_02400 (ko:K03605)  hydrogenase maturation protease	False	0.522	151.0	7.542e-39	MER0232249	A31	MER0232249 - family A31 unassigned peptidases () [A31.UPW]#A31#{peptidase unit: 7-152}~source BAL55541~	False	0.538	151.0	5.938999999999998e-41	Hydrogenase maturation protease [PF01750.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_148	MFD01231.bin.1.34.R1.cmag	contig_3	148	240807	241169	-1	C	rmr:Rmar_2590		rmr:Rmar_2590 ()  nickel-dependent hydrogenase large subunit	False	0.725	173.0	1.527e-47								Nickel-dependent hydrogenase [PF00374.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_149	MFD01231.bin.1.34.R1.cmag	contig_3	149	241277	242101	-1	A	schv:BRCON_2872		schv:BRCON_2872 ()  Group 3b Ni,Fe-hydrogenase, large subunit	True	0.715	384.0	1.25e-117													0
MFD01231.bin.1.34.R1.cmag_contig_3_150	MFD01231.bin.1.34.R1.cmag	contig_3	150	242091	242873	-1	A	lbo:LBWT_7410		lbo:LBWT_7410 ()  NADH ubiquinone oxidoreductase 20 kDa subunit	True	0.799	418.0	1.557e-129								NADH ubiquinone oxidoreductase, 20 Kd subunit [PF01058.26]					0
MFD01231.bin.1.34.R1.cmag_contig_3_151	MFD01231.bin.1.34.R1.cmag	contig_3	151	242875	243714	-1	A	schv:BRCON_2874		schv:BRCON_2874 ()  Group 3b Ni,Fe-hydrogenase, subunit gamma	True	0.653	354.0	3.851e-107								Oxidoreductase NAD-binding domain [PF00175.25]; Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B [PF10418.13]					0
