bin	Completeness	Contamination	Completeness_Model_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	N90	auN	N_per_100kb	cov	r_abund	wf_name	wf_mode	wf_v	wf_date
MFD00392_60.bin.2.148	66.35	3.94	Gradient Boost (General Model)	0.813	84994	236.067553942327	4289875	0.73	4959	69	208328	34153	95395.7	0	8.29393	0.07623992	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.151	88.61	0	Gradient Boost (General Model)	0.88	250403	294.384120771596	3575349	0.71	3577	19	498575	100994	267650.8	0	35.95884	0.33054286	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.155	53.56	9.3	Gradient Boost (General Model)	0.832	53227	217.644525547445	3192487	0.67	4110	77	179840	20522	64093.5	0	6.3753967	0.058604278	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.156	62.52	0.83	Neural Network (Specific Model)	0.772	211467	217.649253731343	1015439	0.3	1206	9	308668	73414	200298.2	0	12.266285	0.11275483	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.159	83.69	4.23	Gradient Boost (General Model)	0.875	213683	288.495639877445	4181189	0.72	4243	36	600175	56204	256617.9	0	25.522291	0.23460741	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.160	86.38	5.38	Gradient Boost (General Model)	0.878	815312	266.999716070415	3196085	0.69	3522	13	960437	125934	596499.9	0	21.187958	0.19476514	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.161	59.82	7.5	Gradient Boost (General Model)	0.818	47776	210.256635581062	4245778	0.68	5576	125	155237	16335	55449.6	0	8.785851	0.08076178	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.162	65.93	2.64	Gradient Boost (General Model)	0.835	181171	244.93716433942	3251846	0.7	3724	28	396664	62050	190966.1	0	9.12821	0.08390885	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.164	81.55	2	Gradient Boost (General Model)	0.847	277421	303.123766447368	5201203	0.67	4864	24	806921	124227	375418.8	0	14.984631	0.13774255	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.165	87.6	5.16	Gradient Boost (General Model)	0.864	134587	262.729903536977	3100918	0.59	3421	31	324853	43278	166310.6	0	30.092638	0.27661923	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.166	55.75	2.79	Gradient Boost (General Model)	0.842	252971	224.570772555375	2936752	0.67	3702	28	378412	42250	217578.7	0	9.488993	0.08722524	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.169	60.2	2.63	Gradient Boost (General Model)	0.842	244034	226.819987049428	3706855	0.65	4633	28	456347	74290	243546.6	0	15.836171	0.14557014	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.17	69.63	3.67	Gradient Boost (General Model)	0.854	396300	274.389123300516	4093640	0.75	4266	19	628965	100167	382561.5	0	12.3114	0.113169536	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.171	76.84	3.9	Gradient Boost (General Model)	0.853	386134	260.293846660086	2766890	0.69	3039	19	531329	58689	343057.5	0	16.748304	0.15395468	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.174	55.79	0.77	Gradient Boost (General Model)	0.83	89763	214.354103343465	2020173	0.69	2632	30	164670	40690	89147.4	0	7.344392	0.06751152	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.175	61.51	9.01	Neural Network (Specific Model)	0.753	191593	208.336799537839	1428368	0.35	1731	15	309434	35442	173314.2	0	18.28982	0.1681247	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.176	70.2	5.64	Gradient Boost (General Model)	0.826	70226	225.590857696656	5035816	0.55	6191	94	189498	27016	80053.4	0	7.044663	0.06475634	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.177	69.79	4.87	Gradient Boost (General Model)	0.87	105554	250.740024183797	2129983	0.69	2481	27	177420	45109	102334.3	0	28.099579	0.25829852	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.18	65.48	0.77	Gradient Boost (General Model)	0.829	114730	235.90381928272	3636368	0.6	4294	36	430445	51989	159735	0	7.5526547	0.06942593	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.181	80.93	4.6	Gradient Boost (General Model)	0.854	214525	259.741878322504	4603979	0.72	5079	29	436207	92895	229805.7	0	16.011726	0.14718388	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.183	62.94	1.33	Gradient Boost (General Model)	0.844	238214	238.419487427466	3478134	0.71	4136	24	938588	53729	404738.9	0	12.413092	0.114104316	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.184	71.12	4.93	Gradient Boost (General Model)	0.874	116052	272.747867298578	2948025	0.71	3165	28	353850	61299	156963	0	37.607113	0.34569418	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.185	74.99	0.91	Gradient Boost (General Model)	0.733	298994	173.737435897436	1373215	0.4	1950	6	495010	189123	332686	0	12.430375	0.11426319	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.189	53.98	3.27	Gradient Boost (General Model)	0.828	75156	234.392952720785	3780517	0.69	4484	67	212573	28476	89930.5	0	6.299609	0.057907622	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.192	99.14	9.47	Neural Network (Specific Model)	0.844	115481	293.60503720664	7277619	0.65	6988	83	258232	44304	119133.8	0	81.720276	0.7511937	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.194	75.47	2.39	Gradient Boost (General Model)	0.874	239644	266.684194150591	2926551	0.7	3214	19	1106553	71423	512053.3	0	36.72135	0.33755204	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.200	70.93	0.72	Neural Network (Specific Model)	0.844	388078	263.453598484848	3935163	0.72	4224	19	697829	81698	372995.5	0	19.45916	0.17887358	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.201	60.99	4.9	Neural Network (Specific Model)	0.826	202258	243.530395984384	4725219	0.7	5379	37	419951	62422	226836.5	0	15.49897	0.1424705	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.21	50.56	3.3	Neural Network (Specific Model)	0.857	287088	257.379233621755	3621806	0.67	4045	21	332181	84961	227768.6	0	8.5991	0.079045124	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.22	62.74	4.25	Neural Network (Specific Model)	0.871	365478	277.283713850837	3124390	0.63	3285	17	557854	92200	323557.5	0	9.9053755	0.09105274	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.24	65.53	9.69	Gradient Boost (General Model)	0.824	117386	228.993208828523	4867201	0.52	5890	57	294047	40313	137820.7	0	7.9503746	0.07308187	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.26	79.93	7.66	Neural Network (Specific Model)	0.904	223955	299.948417350528	5076601	0.66	5118	28	730654	112654	304243.5	0	21.467028	0.1973304	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.29	73.99	0.22	Neural Network (Specific Model)	0.818	380138	207.392978482446	1334846	0.36	1766	5	398278	159810	316929.6	0	18.950113	0.17419428	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.3	84.05	7.01	Gradient Boost (General Model)	0.884	511783	277.811989100817	3449715	0.71	3670	11	1389952	143507	748381.4	0	24.055887	0.22112785	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.30	84.22	0.2	Neural Network (Specific Model)	0.768	221878	210.810552555048	1969169	0.39	2407	16	324683	68327	220995.1	0	54.66243	0.502471	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.32	76.03	3.26	Gradient Boost (General Model)	0.893	356426	284.447808262378	3013756	0.64	3171	13	418305	110054	293425.9	0	10.26713	0.094378084	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.34	72.82	3.37	Gradient Boost (General Model)	0.849	407212	262.209997951239	4496689	0.65	4881	16	718250	144662	412149.9	0	13.047389	0.11993493	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.35	77.21	0.01	Neural Network (Specific Model)	0.874	414836	270.768855458427	4547816	0.69	4919	11	1365895	267006	728391	0	22.57698	0.20753337	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.40	68.14	7.16	Neural Network (Specific Model)	0.832	225372	252.707893626003	2144183	0.55	2369	13	390910	84000	233060	0	9.296731	0.08545793	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.43	52.12	0.43	Gradient Boost (General Model)	0.841	230877	242.755571793935	2352167	0.71	2737	12	347287	118716	228154.5	0	11.824476	0.10869361	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.47	56.82	2.3	Gradient Boost (General Model)	0.822	197514	231.160249949607	4152854	0.67	4961	31	618104	76378	236835.2	0	10.229827	0.09403518	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.50	60.42	0.63	Gradient Boost (General Model)	0.82	148310	237.622553315805	2957326	0.67	3423	25	302852	75709	160769.8	0	9.750194	0.089626275	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.52	86.62	0.27	Gradient Boost (General Model)	0.903	443673	275.357497138497	2386689	0.7	2621	8	783995	114098	466060.5	0	44.188816	0.4061949	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.53	65.05	2.29	Gradient Boost (General Model)	0.848	237616	263.117816644244	4814551	0.73	5203	24	638801	122881	272391.7	0	14.864685	0.13664	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.54	51.99	0.72	Gradient Boost (General Model)	0.846	282648	260.984887737478	2132408	0.71	2316	8	350110	193807	285281.3	0	10.82907	0.09954358	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.62	76.65	1.5	Gradient Boost (General Model)	0.858	232021	250.123344370861	3150204	0.7	3624	17	965772	95296	446207.6	0	23.564453	0.21661049	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.65	51.13	9.75	Gradient Boost (General Model)	0.85	47154	232.761040821198	3411081	0.64	4189	92	217974	18598	59285	0	4.992868	0.045895718	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.68	76.39	0.06	Gradient Boost (General Model)	0.877	315656	264.724584103512	1952521	0.68	2164	8	447396	167539	306346.4	0	12.933946	0.11889213	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.71	70.06	2.28	Gradient Boost (General Model)	0.87	303680	256.76992248062	2842944	0.7	3225	12	402569	185293	291542.8	0	15.982504	0.14691526	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.73	61.3	2.87	Neural Network (Specific Model)	0.847	288116	248.607660455487	2538085	0.58	2898	11	619571	117293	353808.3	0	12.714845	0.116878115	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.76	79.86	7.58	Neural Network (Specific Model)	0.834	164746	244.918130042715	3692994	0.57	4214	25	1081238	66312	421629.1	0	7.578461	0.06966316	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.79	81.81	9.24	Gradient Boost (General Model)	0.875	150493	261.406240970818	3083556	0.69	3461	34	407353	35652	173944.8	0	41.001926	0.3769002	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.8	90.59	5.12	Neural Network (Specific Model)	0.849	638653	267.13405196241	3406371	0.55	3618	8	848549	406956	616393.6	0	12.173056	0.11189784	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.81	78.73	0.21	Gradient Boost (General Model)	0.887	194519	263.997766860205	1986869	0.69	2239	10	603622	108725	299456.7	0	43.335693	0.39835277	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.84	83.84	2.64	Gradient Boost (General Model)	0.876	510762	284.886533665835	3118703	0.7	3208	6	821551	476417	588270.3	0	22.270308	0.20471436	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.85	64.76	0.1	Gradient Boost (General Model)	0.84	304803	247.551004636785	3404901	0.73	3882	13	788845	133769	382911.4	0	30.861553	0.2836873	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.86	75.8	0.44	Gradient Boost (General Model)	0.885	288155	296.201999310583	2899597	0.64	2901	12	544276	137716	301570	0	17.381367	0.15977396	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.88	72.79	2.94	Gradient Boost (General Model)	0.881	361038	260.387739463602	2301467	0.69	2610	8	540198	219541	372751.4	0	19.459827	0.17887971	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.90	57	4.63	Gradient Boost (General Model)	0.835	144728	240.76970633694	2774302	0.7	3235	25	303621	70285	150697.9	0	12.136577	0.11156251	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.91	63.73	1.16	Gradient Boost (General Model)	0.841	210890	270.164641705926	3858957	0.67	4033	21	387627	106983	234802.4	0	16.02955	0.14734773	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.93	64.06	0.23	Gradient Boost (General Model)	0.872	268072	279.70067170445	2279253	0.69	2382	11	619424	93057	314190.5	0	26.236456	0.24117221	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.94	68.93	2.03	Neural Network (Specific Model)	0.713	74624	170.856805664831	2711651	0.38	3813	43	215573	30276	95189.3	0	8.62157	0.07925168	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.96	71.71	1.62	Gradient Boost (General Model)	0.846	459639	253.07671455679	3294376	0.69	3689	8	643764	268344	451512.2	0	14.970167	0.1376096	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.2.98	60.78	0.45	Neural Network (Specific Model)	0.843	202832	250.954250211805	3152880	0.59	3541	17	318379	116353	217777.6	0	45.39604	0.41729203	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.201	65.35	3.72	Gradient Boost (General Model)	0.837	181882	246.516791562587	3160383	0.71	3603	24	458729	61012	234584.2	0	10.392405	0.09552964	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.211	52.33	8.18	Gradient Boost (General Model)	0.862	116418	270.688235294118	3029556	0.6	3230	51	333097	22544	139698.2	0	50.403706	0.4633237	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.213	62.55	7.75	Gradient Boost (General Model)	0.832	93039	228.380967536601	2564315	0.64	3142	29	234976	50098	114770.1	0	7.8438234	0.072102435	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.224	81.71	8.65	Gradient Boost (General Model)	0.874	164419	265.055480743334	3357263	0.7	3713	27	443132	62288	196328.8	0	24.826496	0.2282115	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.255	71.4	2.71	Gradient Boost (General Model)	0.889	323997	289.7023977433	2761632	0.63	2836	11	773400	128756	424416.9	0	30.985197	0.28482383	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.257	67.41	3.45	Gradient Boost (General Model)	0.844	412372	261.912358717806	4999487	0.74	5397	14	1486573	246582	696036.9	0	18.14796	0.1668207	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.310	96.45	7.7	Gradient Boost (General Model)	0.853	231235	264.418356224112	4251541	0.6	4587	23	720044	107415	306994.2	0	39.514023	0.363223	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.311	86.28	2.04	Gradient Boost (General Model)	0.865	296200	314.239681750373	4370422	0.67	4022	21	757300	98736	353445.6	0	20.662615	0.18993604	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.326	78.15	5.23	Gradient Boost (General Model)	0.864	445187	253.799739073712	2684732	0.7	3066	8	903086	157811	498963.9	0	11.634811	0.10695016	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.357	56.52	0.24	Gradient Boost (General Model)	0.855	244572	266.392194744977	2404609	0.7	2588	12	427238	110064	260873.2	0	11.919691	0.10956886	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.436	53.93	6.78	Neural Network (Specific Model)	0.805	148778	241.909562638992	2421678	0.62	2698	19	324215	80147	165638.6	0	28.385191	0.26092392	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.647	65.32	8.67	Neural Network (Specific Model)	0.845	27869	339.279618409179	9280406	0.66	7757	406	147500	11864	34999.1	0	8.444444	0.07762349	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.683	72.02	5.61	Neural Network (Specific Model)	0.862	35655	428.282129580457	11164181	0.69	7532	410	147988	13675	44035.4	0	7.3999186	0.068021946	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.724	54.84	7.74	Gradient Boost (General Model)	0.83	86560	228.805908962398	5807301	0.64	7074	103	199709	30010	90066.1	0	6.737294	0.061930936	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.733	52.78	1.25	Gradient Boost (General Model)	0.837	216372	238.069701280228	3563273	0.73	4218	25	506858	90871	257431.6	0	11.705611	0.107600965	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.746	50.07	1.41	Gradient Boost (General Model)	0.853	211357	235.946953781513	1566034	0.7	1904	11	371011	82394	210170.3	0	13.4838915	0.12394738	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.747	53.72	1.27	Gradient Boost (General Model)	0.794	75166	205.371541501976	2139020	0.61	2783	39	228362	25747	95874.9	0	7.3997693	0.06802057	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.762	91.88	3.24	Gradient Boost (General Model)	0.86	211877	267.389958376691	3571600	0.61	3844	23	375613	103246	244715.8	0	19.565004	0.17984651	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.778	61.27	9.49	Gradient Boost (General Model)	0.812	109710	236.014503159104	6025959	0.73	6964	90	611118	28083	160922.4	0	13.374758	0.12294419	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.829	54.08	1.89	Gradient Boost (General Model)	0.866	345749	300.917572463768	3437996	0.68	3312	15	432041	162558	320647.9	0	10.500841	0.096526414	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.892	58.25	1.75	Gradient Boost (General Model)	0.901	255567	274.499523809524	1908380	0.67	2100	9	581135	193384	330840.5	0	20.805143	0.1912462	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.899	54.42	7.5	Gradient Boost (General Model)	0.842	125601	228.362094763092	3234843	0.7	4010	39	410329	48551	148524	0	9.213786	0.08469548	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.900	61.01	1.76	Gradient Boost (General Model)	0.846	143573	257.692936368943	3108574	0.66	3426	40	253645	34723	145650.7	0	8.049572	0.07399372	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.3.913	51.13	3.37	Neural Network (Specific Model)	0.826	121951	230.341334007074	3292332	0.62	3958	40	366905	40901	149485.3	0	6.6149235	0.060806066	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.10	52.3	4	Gradient Boost (General Model)	0.832	275783	203.843312101911	3987425	0.69	5495	28	386608	61884	231956.3	0	11.312548	0.10398783	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.154	65.09	3.69	Gradient Boost (General Model)	0.821	243689	236.111263422435	3744998	0.73	4377	31	386153	60138	219477.9	0	16.592361	0.15252122	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.167	54.01	5.04	Neural Network (Specific Model)	0.835	183580	251.460494162368	3306643	0.72	3683	33	389615	43218	212899.6	0	18.12771	0.16663454	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.178	51.75	6.73	Neural Network (Specific Model)	0.851	53381	398.989477786438	10761923	0.69	7698	279	405435	17283	69716.6	0	10.157416	0.09336957	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.217	65.04	7.9	Gradient Boost (General Model)	0.801	105141	226.385510797978	5497795	0.69	6529	78	326438	35176	131340.7	0	11.885025	0.10925018	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.276	59.5	6.5	Gradient Boost (General Model)	0.836	186601	241.826987681971	3080170	0.7	3572	28	294113	60547	166988.7	0	10.325876	0.094918095	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.348	63.27	5.21	Gradient Boost (General Model)	0.834	194333	222.927572606669	2217117	0.7	2789	19	539537	48042	244867.7	0	9.861343	0.09064798	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.365	51.43	4.36	Gradient Boost (General Model)	0.812	115133	214.732634032634	3374147	0.69	4290	48	406547	28459	149309.2	0	11.270244	0.10359896	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.555	59	4.99	Gradient Boost (General Model)	0.804	68859	219.150983606557	4941009	0.71	6100	107	204364	20053	77469.1	0	7.9502373	0.073080614	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.593	87.74	3.5	Gradient Boost (General Model)	0.868	372354	305.898826697442	5471562	0.65	5199	34	619069	75771	318473.4	0	24.683487	0.22689693	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_60.bin.4.92	57.64	3.07	Gradient Boost (General Model)	0.838	257754	238.92955801105	2462349	0.69	2896	18	418983	84951	249358.4	0	12.394089	0.11392964	MFD00392_60	Nanopore-simplex	1.0.2	2024-08-07
MFD00392_80.bin.1.126	93.22	3.85	Gradient Boost (General Model)	0.888	251822	291.081664098613	3182965	0.7	3245	13	733597	170412	361547.5	0	28.586876	0.1861461	MFD00392_80	Nanopore-simplex	1.0.2	2024-08-29
MFD00392_80.bin.1.138	90.06	4.61	Gradient Boost (General Model)	0.887	413956	273.915056958891	3726216	0.7	4038	16	1093668	144853	540774.2	0	20.013775	0.13032155	MFD00392_80	Nanopore-simplex	1.0.2	2024-08-29
MFD00392_80.bin.1.15	95.39	3.17	Gradient Boost (General Model)	0.864	331116	323.679031541537	5040773	0.68	4502	25	590056	100029	319705.9	0	20.17182	0.13135067	MFD00392_80	Nanopore-simplex	1.0.2	2024-08-29
MFD00392_80.bin.1.179	94.9	4.12	Neural Network (Specific Model)	0.859	787751	274.268324953691	3608878	0.56	3779	7	1235248	391211	753791.2	0	15.6535425	0.101929486	MFD00392_80	Nanopore-simplex	1.0.2	2024-08-29
