bin	Coding_Density	MAG_status
MFD00822.bin.2.119	0.859	MQ
MFD00822.bin.2.12	0.859	MQ
MFD00822.bin.2.120	0.82	MQ
MFD00822.bin.2.121	0.828	MQ
MFD00822.bin.2.122	0.875	MQ
MFD00822.bin.2.123	0.787	MQ
MFD00822.bin.2.124	0.831	MQ
MFD00822.bin.2.126	0.837	MQ
MFD00822.bin.2.127	0.867	MQ
MFD00822.bin.2.129	0.889	MQ
MFD00822.bin.2.130	0.863	MQ
MFD00822.bin.2.131	0.837	MQ
MFD00822.bin.2.134	0.844	MQ
MFD00822.bin.2.135	0.843	MQ
MFD00822.bin.2.136	0.891	MQ
MFD00822.bin.2.138	0.845	MQ
MFD00822.bin.2.143	0.85	MQ
MFD00822.bin.2.149	0.881	MQ
MFD00822.bin.2.15	0.9	MQ
MFD00822.bin.2.150	0.803	MQ
MFD00822.bin.2.151	0.899	MQ
MFD00822.bin.2.156	0.835	MQ
MFD00822.bin.2.162	0.837	MQ
MFD00822.bin.2.163	0.866	MQ
MFD00822.bin.2.168	0.827	MQ
MFD00822.bin.2.172	0.828	MQ
MFD00822.bin.2.173	0.857	MQ
MFD00822.bin.2.174	0.9	MQ
MFD00822.bin.2.176	0.911	MQ
MFD00822.bin.2.179	0.888	MQ
MFD00822.bin.2.18	0.863	MQ
MFD00822.bin.2.181	0.834	MQ
MFD00822.bin.2.182	0.835	MQ
MFD00822.bin.2.186	0.908	MQ
MFD00822.bin.2.2	0.855	MQ
MFD00822.bin.2.24	0.867	MQ
MFD00822.bin.2.25	0.858	MQ
MFD00822.bin.2.30	0.852	MQ
MFD00822.bin.2.33	0.82	MQ
MFD00822.bin.2.36	0.862	MQ
MFD00822.bin.2.37	0.848	MQ
MFD00822.bin.2.42	0.845	MQ
MFD00822.bin.2.45	0.904	MQ
MFD00822.bin.2.48	0.884	MQ
MFD00822.bin.2.53	0.83	MQ
MFD00822.bin.2.55	0.849	MQ
MFD00822.bin.2.56	0.863	MQ
MFD00822.bin.2.57	0.815	MQ
MFD00822.bin.2.59	0.86	MQ
MFD00822.bin.2.60	0.816	MQ
MFD00822.bin.2.62	0.821	MQ
MFD00822.bin.2.7	0.851	MQ
MFD00822.bin.2.84	0.825	MQ
MFD00822.bin.2.9	0.893	MQ
MFD00822.bin.2.91	0.825	MQ
MFD00822.bin.2.93	0.904	MQ
MFD00822.bin.2.97	0.845	MQ
MFD00822.bin.3.117	0.84	MQ
MFD00822.bin.3.118	0.842	MQ
MFD00822.bin.3.124	0.814	MQ
MFD00822.bin.3.16	0.854	MQ
MFD00822.bin.3.221	0.807	MQ
MFD00822.bin.3.272	0.878	MQ
MFD00822.bin.3.292	0.778	MQ
MFD00822.bin.3.377	0.848	MQ
MFD00822.bin.3.61	0.812	MQ
MFD00822.bin.3.64	0.874	MQ
MFD00822.bin.3.94	0.827	MQ
MFD00822.bin.4.14	0.793	MQ
MFD00905.bin.1.58	0.83	MQ
MFD00905.bin.2.1	0.871	MQ
MFD00905.bin.2.105	0.858	MQ
MFD00905.bin.2.108	0.841	MQ
MFD00905.bin.2.121	0.874	MQ
MFD00905.bin.2.125	0.869	MQ
MFD00905.bin.2.126	0.859	MQ
MFD00905.bin.2.13	0.838	MQ
MFD00905.bin.2.131	0.843	MQ
MFD00905.bin.2.133	0.876	MQ
MFD00905.bin.2.134	0.826	MQ
MFD00905.bin.2.145	0.829	MQ
MFD00905.bin.2.151	0.822	MQ
MFD00905.bin.2.152	0.819	MQ
MFD00905.bin.2.153	0.846	MQ
MFD00905.bin.2.154	0.821	MQ
MFD00905.bin.2.155	0.81	MQ
MFD00905.bin.2.158	0.815	MQ
MFD00905.bin.2.159	0.915	MQ
MFD00905.bin.2.16	0.847	MQ
MFD00905.bin.2.162	0.864	MQ
MFD00905.bin.2.170	0.807	MQ
MFD00905.bin.2.172	0.862	MQ
MFD00905.bin.2.174	0.826	MQ
MFD00905.bin.2.180	0.821	MQ
MFD00905.bin.2.184	0.89	MQ
MFD00905.bin.2.185	0.895	MQ
MFD00905.bin.2.186	0.87	MQ
MFD00905.bin.2.187	0.881	MQ
MFD00905.bin.2.19	0.85	MQ
MFD00905.bin.2.190	0.866	MQ
MFD00905.bin.2.193	0.849	MQ
MFD00905.bin.2.194	0.809	MQ
MFD00905.bin.2.198	0.824	MQ
MFD00905.bin.2.2	0.828	MQ
MFD00905.bin.2.20	0.886	MQ
MFD00905.bin.2.202	0.853	MQ
MFD00905.bin.2.208	0.835	MQ
MFD00905.bin.2.21	0.835	MQ
MFD00905.bin.2.212	0.845	MQ
MFD00905.bin.2.215	0.843	MQ
MFD00905.bin.2.216	0.834	MQ
MFD00905.bin.2.220	0.852	MQ
MFD00905.bin.2.222	0.839	MQ
MFD00905.bin.2.223	0.855	MQ
MFD00905.bin.2.225	0.9	MQ
MFD00905.bin.2.226	0.835	MQ
MFD00905.bin.2.232	0.849	MQ
MFD00905.bin.2.233	0.853	MQ
MFD00905.bin.2.30	0.816	MQ
MFD00905.bin.2.32	0.876	MQ
MFD00905.bin.2.34	0.86	MQ
MFD00905.bin.2.35	0.829	MQ
MFD00905.bin.2.38	0.85	MQ
MFD00905.bin.2.43	0.83	MQ
MFD00905.bin.2.44	0.874	MQ
MFD00905.bin.2.47	0.872	MQ
MFD00905.bin.2.49	0.873	MQ
MFD00905.bin.2.5	0.853	MQ
MFD00905.bin.2.50	0.896	MQ
MFD00905.bin.2.51	0.822	MQ
MFD00905.bin.2.53	0.896	MQ
MFD00905.bin.2.55	0.918	MQ
MFD00905.bin.2.59	0.846	MQ
MFD00905.bin.2.60	0.824	MQ
MFD00905.bin.2.62	0.828	MQ
MFD00905.bin.2.63	0.839	MQ
MFD00905.bin.2.65	0.834	MQ
MFD00905.bin.2.68	0.822	MQ
MFD00905.bin.2.7	0.848	MQ
MFD00905.bin.2.71	0.885	MQ
MFD00905.bin.2.72	0.809	MQ
MFD00905.bin.2.73	0.815	MQ
MFD00905.bin.2.74	0.84	MQ
MFD00905.bin.2.75	0.778	MQ
MFD00905.bin.2.8	0.868	MQ
MFD00905.bin.2.82	0.813	MQ
MFD00905.bin.2.87	0.869	MQ
MFD00905.bin.2.93	0.86	MQ
MFD00905.bin.3.122	0.852	MQ
MFD00905.bin.3.13	0.819	MQ
MFD00905.bin.3.155	0.883	MQ
MFD00905.bin.3.183	0.863	MQ
MFD00905.bin.3.204	0.844	MQ
MFD00905.bin.3.260	0.849	MQ
MFD00905.bin.3.287	0.872	MQ
MFD00905.bin.3.32	0.855	MQ
MFD00905.bin.3.330	0.892	MQ
MFD00905.bin.3.435	0.884	MQ
MFD00905.bin.3.493	0.822	MQ
MFD00905.bin.3.507	0.804	MQ
MFD00905.bin.3.577	0.834	MQ
MFD00905.bin.3.591	0.906	MQ
MFD00905.bin.4.163	0.815	MQ
MFD00962.bin.1.263	0.895	MQ
MFD00962.bin.2.100	0.873	MQ
MFD00962.bin.2.101	0.827	MQ
MFD00962.bin.2.102	0.866	MQ
MFD00962.bin.2.103	0.876	MQ
MFD00962.bin.2.105	0.837	MQ
MFD00962.bin.2.106	0.864	MQ
MFD00962.bin.2.107	0.881	MQ
MFD00962.bin.2.108	0.818	MQ
MFD00962.bin.2.109	0.829	MQ
MFD00962.bin.2.111	0.81	MQ
MFD00962.bin.2.113	0.915	MQ
MFD00962.bin.2.114	0.836	MQ
MFD00962.bin.2.115	0.87	MQ
MFD00962.bin.2.116	0.871	MQ
MFD00962.bin.2.117	0.831	MQ
MFD00962.bin.2.118	0.83	MQ
MFD00962.bin.2.119	0.841	MQ
MFD00962.bin.2.12	0.803	MQ
MFD00962.bin.2.120	0.816	MQ
MFD00962.bin.2.121	0.829	MQ
MFD00962.bin.2.122	0.859	MQ
MFD00962.bin.2.125	0.774	MQ
MFD00962.bin.2.127	0.895	MQ
MFD00962.bin.2.128	0.862	MQ
MFD00962.bin.2.135	0.882	MQ
MFD00962.bin.2.140	0.834	MQ
MFD00962.bin.2.143	0.827	MQ
MFD00962.bin.2.159	0.892	MQ
MFD00962.bin.2.16	0.858	MQ
MFD00962.bin.2.166	0.888	MQ
MFD00962.bin.2.17	0.833	MQ
MFD00962.bin.2.176	0.885	MQ
MFD00962.bin.2.181	0.825	MQ
MFD00962.bin.2.182	0.822	MQ
MFD00962.bin.2.184	0.845	MQ
MFD00962.bin.2.188	0.878	MQ
MFD00962.bin.2.19	0.877	MQ
MFD00962.bin.2.190	0.858	MQ
MFD00962.bin.2.191	0.896	MQ
MFD00962.bin.2.198	0.863	MQ
MFD00962.bin.2.2	0.801	MQ
MFD00962.bin.2.20	0.907	MQ
MFD00962.bin.2.200	0.831	MQ
MFD00962.bin.2.203	0.876	MQ
MFD00962.bin.2.204	0.887	MQ
MFD00962.bin.2.205	0.85	MQ
MFD00962.bin.2.206	0.845	MQ
MFD00962.bin.2.208	0.902	MQ
MFD00962.bin.2.211	0.819	MQ
MFD00962.bin.2.218	0.87	MQ
MFD00962.bin.2.219	0.873	MQ
MFD00962.bin.2.221	0.83	MQ
MFD00962.bin.2.224	0.816	MQ
MFD00962.bin.2.226	0.823	MQ
MFD00962.bin.2.228	0.835	MQ
MFD00962.bin.2.231	0.872	MQ
MFD00962.bin.2.232	0.842	MQ
MFD00962.bin.2.238	0.828	MQ
MFD00962.bin.2.241	0.855	MQ
MFD00962.bin.2.244	0.814	MQ
MFD00962.bin.2.254	0.823	MQ
MFD00962.bin.2.262	0.865	MQ
MFD00962.bin.2.266	0.847	MQ
MFD00962.bin.2.269	0.815	MQ
MFD00962.bin.2.270	0.865	MQ
MFD00962.bin.2.274	0.905	MQ
MFD00962.bin.2.277	0.878	MQ
MFD00962.bin.2.283	0.846	MQ
MFD00962.bin.2.29	0.845	MQ
MFD00962.bin.2.291	0.843	MQ
MFD00962.bin.2.292	0.824	MQ
MFD00962.bin.2.293	0.888	MQ
MFD00962.bin.2.294	0.844	MQ
MFD00962.bin.2.297	0.837	MQ
MFD00962.bin.2.32	0.857	MQ
MFD00962.bin.2.35	0.852	MQ
MFD00962.bin.2.40	0.86	MQ
MFD00962.bin.2.53	0.845	MQ
MFD00962.bin.2.55	0.862	MQ
MFD00962.bin.2.59	0.876	MQ
MFD00962.bin.2.64	0.823	MQ
MFD00962.bin.2.65	0.852	MQ
MFD00962.bin.2.69	0.817	MQ
MFD00962.bin.2.7	0.849	MQ
MFD00962.bin.2.72	0.821	MQ
MFD00962.bin.2.73	0.846	MQ
MFD00962.bin.2.76	0.838	MQ
MFD00962.bin.2.77	0.888	MQ
MFD00962.bin.2.83	0.876	MQ
MFD00962.bin.2.84	0.853	MQ
MFD00962.bin.2.86	0.877	MQ
MFD00962.bin.2.87	0.827	MQ
MFD00962.bin.2.90	0.863	MQ
MFD00962.bin.2.91	0.88	MQ
MFD00962.bin.2.92	0.86	MQ
MFD00962.bin.2.93	0.806	MQ
MFD00962.bin.2.94	0.847	MQ
MFD00962.bin.2.96	0.873	MQ
MFD00962.bin.2.98	0.847	MQ
MFD00962.bin.3.102	0.867	MQ
MFD00962.bin.3.138	0.83	MQ
MFD00962.bin.3.153	0.864	MQ
MFD00962.bin.3.166	0.86	MQ
MFD00962.bin.3.285	0.835	MQ
MFD00962.bin.3.339	0.833	MQ
MFD00962.bin.3.421	0.912	MQ
MFD00962.bin.3.436	0.836	MQ
MFD00962.bin.3.492	0.876	MQ
MFD00962.bin.3.533	0.846	MQ
MFD00962.bin.3.541	0.895	MQ
MFD00962.bin.3.584	0.893	MQ
MFD00962.bin.3.604	0.832	MQ
MFD00962.bin.3.615	0.828	MQ
MFD00962.bin.3.622	0.863	MQ
MFD00962.bin.3.89	0.823	MQ
MFD00962.bin.3.90	0.868	MQ
MFD00962.bin.4.197	0.852	MQ
MFD00964.bin.2.105	0.85	MQ
MFD00964.bin.2.126	0.803	MQ
MFD00964.bin.2.133	0.815	MQ
MFD00964.bin.2.146	0.893	MQ
MFD00964.bin.2.152	0.861	MQ
MFD00964.bin.2.160	0.837	MQ
MFD00964.bin.2.162	0.814	MQ
MFD00964.bin.2.169	0.835	MQ
MFD00964.bin.2.170	0.847	MQ
MFD00964.bin.2.171	0.876	MQ
MFD00964.bin.2.173	0.862	MQ
MFD00964.bin.2.177	0.827	MQ
MFD00964.bin.2.180	0.861	MQ
MFD00964.bin.2.181	0.809	MQ
MFD00964.bin.2.183	0.863	MQ
MFD00964.bin.2.188	0.867	MQ
MFD00964.bin.2.193	0.83	MQ
MFD00964.bin.2.194	0.862	MQ
MFD00964.bin.2.196	0.792	MQ
MFD00964.bin.2.201	0.893	MQ
MFD00964.bin.2.204	0.882	MQ
MFD00964.bin.2.207	0.886	MQ
MFD00964.bin.2.209	0.843	MQ
MFD00964.bin.2.210	0.902	MQ
MFD00964.bin.2.214	0.819	MQ
MFD00964.bin.2.219	0.871	MQ
MFD00964.bin.2.22	0.857	MQ
MFD00964.bin.2.220	0.858	MQ
MFD00964.bin.2.24	0.828	MQ
MFD00964.bin.2.241	0.853	MQ
MFD00964.bin.2.248	0.83	MQ
MFD00964.bin.2.25	0.835	MQ
MFD00964.bin.2.251	0.809	MQ
MFD00964.bin.2.254	0.865	MQ
MFD00964.bin.2.255	0.818	MQ
MFD00964.bin.2.256	0.835	MQ
MFD00964.bin.2.258	0.893	MQ
MFD00964.bin.2.259	0.864	MQ
MFD00964.bin.2.26	0.848	MQ
MFD00964.bin.2.264	0.822	MQ
MFD00964.bin.2.265	0.844	MQ
MFD00964.bin.2.270	0.863	MQ
MFD00964.bin.2.271	0.859	MQ
MFD00964.bin.2.272	0.853	MQ
MFD00964.bin.2.3	0.863	MQ
MFD00964.bin.2.34	0.869	MQ
MFD00964.bin.2.36	0.853	MQ
MFD00964.bin.2.4	0.862	MQ
MFD00964.bin.2.40	0.841	MQ
MFD00964.bin.2.46	0.874	MQ
MFD00964.bin.2.48	0.871	MQ
MFD00964.bin.2.53	0.893	MQ
MFD00964.bin.2.63	0.842	MQ
MFD00964.bin.2.65	0.866	MQ
MFD00964.bin.2.66	0.818	MQ
MFD00964.bin.2.67	0.864	MQ
MFD00964.bin.2.69	0.848	MQ
MFD00964.bin.2.7	0.804	MQ
MFD00964.bin.2.75	0.843	MQ
MFD00964.bin.2.76	0.862	MQ
MFD00964.bin.2.78	0.853	MQ
MFD00964.bin.2.79	0.843	MQ
MFD00964.bin.2.8	0.853	MQ
MFD00964.bin.2.80	0.814	MQ
MFD00964.bin.2.83	0.826	MQ
MFD00964.bin.2.86	0.832	MQ
MFD00964.bin.2.88	0.806	MQ
MFD00964.bin.2.89	0.827	MQ
MFD00964.bin.3.104	0.855	MQ
MFD00964.bin.3.147	0.839	MQ
MFD00964.bin.3.150	0.884	MQ
MFD00964.bin.3.173	0.807	MQ
MFD00964.bin.3.184	0.816	MQ
MFD00964.bin.3.23	0.827	MQ
MFD00964.bin.3.252	0.833	MQ
MFD00964.bin.3.253	0.826	MQ
MFD00964.bin.3.405	0.837	MQ
MFD00964.bin.3.426	0.879	MQ
MFD00964.bin.3.45	0.797	MQ
MFD00964.bin.3.473	0.833	MQ
MFD00964.bin.3.510	0.814	MQ
MFD00964.bin.3.532	0.88	MQ
MFD00964.bin.3.553	0.873	MQ
MFD00964.bin.3.580	0.864	MQ
MFD00964.bin.3.598	0.868	MQ
MFD00964.bin.3.619	0.859	MQ
MFD00964.bin.4.433	0.83	MQ
MFD00964.bin.4.630	0.881	MQ
MFD00964.bin.4.962	0.883	MQ
MFD00991.bin.1.10	0.819	MQ
MFD00991.bin.1.136	0.875	MQ
MFD00991.bin.1.39	0.847	MQ
MFD00991.bin.2.103	0.864	MQ
MFD00991.bin.2.104	0.796	MQ
MFD00991.bin.2.105	0.851	MQ
MFD00991.bin.2.112	0.847	MQ
MFD00991.bin.2.118	0.812	MQ
MFD00991.bin.2.121	0.885	MQ
MFD00991.bin.2.126	0.82	MQ
MFD00991.bin.2.130	0.886	MQ
MFD00991.bin.2.133	0.818	MQ
MFD00991.bin.2.15	0.849	MQ
MFD00991.bin.2.17	0.864	MQ
MFD00991.bin.2.2	0.848	MQ
MFD00991.bin.2.21	0.798	MQ
MFD00991.bin.2.24	0.79	MQ
MFD00991.bin.2.28	0.846	MQ
MFD00991.bin.2.29	0.883	MQ
MFD00991.bin.2.32	0.865	MQ
MFD00991.bin.2.34	0.813	MQ
MFD00991.bin.2.37	0.822	MQ
MFD00991.bin.2.4	0.866	MQ
MFD00991.bin.2.41	0.848	MQ
MFD00991.bin.2.51	0.839	MQ
MFD00991.bin.2.67	0.828	MQ
MFD00991.bin.2.70	0.831	MQ
MFD00991.bin.2.73	0.856	MQ
MFD00991.bin.2.75	0.826	MQ
MFD00991.bin.2.78	0.841	MQ
MFD00991.bin.2.79	0.807	MQ
MFD00991.bin.2.80	0.786	MQ
MFD00991.bin.2.81	0.786	MQ
MFD00991.bin.2.82	0.868	MQ
MFD00991.bin.2.86	0.832	MQ
MFD00991.bin.2.87	0.804	MQ
MFD00991.bin.2.88	0.85	MQ
MFD00991.bin.2.9	0.87	MQ
MFD00991.bin.2.96	0.837	MQ
MFD00991.bin.3.14	0.857	MQ
MFD00991.bin.3.206	0.857	MQ
MFD00991.bin.3.207	0.825	MQ
MFD00991.bin.3.222	0.817	MQ
MFD00991.bin.3.233	0.847	MQ
MFD00991.bin.3.29	0.853	MQ
MFD00991.bin.3.73	0.81	MQ
MFD01112.bin.1.4	0.861	MQ
MFD01112.bin.1.8	0.88	MQ
MFD01112.bin.2.1	0.816	MQ
MFD01112.bin.2.11	0.817	MQ
MFD01112.bin.2.12	0.846	MQ
MFD01112.bin.2.16	0.829	MQ
MFD01112.bin.2.18	0.868	MQ
MFD01112.bin.2.19	0.886	MQ
MFD01112.bin.2.2	0.824	MQ
MFD01112.bin.2.20	0.857	MQ
MFD01112.bin.2.36	0.78	MQ
MFD01112.bin.2.37	0.813	MQ
MFD01112.bin.2.4	0.803	MQ
MFD01112.bin.2.43	0.851	MQ
MFD01112.bin.2.55	0.832	MQ
MFD01112.bin.2.56	0.851	MQ
MFD01112.bin.2.58	0.873	MQ
MFD01112.bin.2.59	0.84	MQ
MFD01112.bin.2.68	0.838	MQ
MFD01112.bin.3.14	0.884	MQ
MFD01112.bin.3.37	0.885	MQ
MFD01138.bin.1.27	0.855	MQ
MFD01138.bin.2.1	0.869	MQ
MFD01138.bin.2.121	0.812	MQ
MFD01138.bin.2.123	0.851	MQ
MFD01138.bin.2.15	0.853	MQ
MFD01138.bin.2.2	0.853	MQ
MFD01138.bin.2.28	0.866	MQ
MFD01138.bin.2.29	0.837	MQ
MFD01138.bin.2.30	0.838	MQ
MFD01138.bin.2.43	0.861	MQ
MFD01138.bin.2.60	0.866	MQ
MFD01138.bin.2.62	0.834	MQ
MFD01138.bin.2.63	0.891	MQ
MFD01138.bin.2.64	0.868	MQ
MFD01138.bin.2.7	0.845	MQ
MFD01138.bin.2.70	0.858	MQ
MFD01138.bin.2.71	0.823	MQ
MFD01138.bin.2.73	0.823	MQ
MFD01138.bin.2.75	0.848	MQ
MFD01138.bin.2.8	0.842	MQ
MFD01138.bin.2.80	0.857	MQ
MFD01138.bin.2.81	0.787	MQ
MFD01138.bin.2.82	0.876	MQ
MFD01138.bin.2.83	0.814	MQ
MFD01138.bin.2.88	0.824	MQ
MFD01138.bin.2.90	0.88	MQ
MFD01138.bin.2.94	0.863	MQ
MFD01138.bin.2.95	0.863	MQ
MFD01138.bin.2.97	0.809	MQ
MFD01138.bin.3.14	0.853	MQ
MFD01138.bin.3.248	0.815	MQ
MFD01138.bin.3.259	0.84	MQ
MFD01138.bin.3.34	0.861	MQ
MFD01138.bin.3.50	0.831	MQ
MFD01138.bin.3.6	0.847	MQ
MFD01138.bin.3.73	0.844	MQ
MFD01138.bin.3.74	0.86	MQ
MFD01188.bin.2.11	0.825	MQ
MFD01188.bin.2.114	0.861	MQ
MFD01188.bin.2.119	0.867	MQ
MFD01188.bin.2.12	0.827	MQ
MFD01188.bin.2.120	0.845	MQ
MFD01188.bin.2.122	0.854	MQ
MFD01188.bin.2.123	0.841	MQ
MFD01188.bin.2.127	0.803	MQ
MFD01188.bin.2.18	0.792	MQ
MFD01188.bin.2.2	0.796	MQ
MFD01188.bin.2.25	0.803	MQ
MFD01188.bin.2.32	0.812	MQ
MFD01188.bin.2.38	0.82	MQ
MFD01188.bin.2.44	0.924	MQ
MFD01188.bin.2.45	0.882	MQ
MFD01188.bin.2.55	0.864	MQ
MFD01188.bin.2.56	0.889	MQ
MFD01188.bin.2.57	0.804	MQ
MFD01188.bin.2.72	0.794	MQ
MFD01188.bin.2.73	0.802	MQ
MFD01188.bin.2.74	0.833	MQ
MFD01188.bin.2.75	0.815	MQ
MFD01188.bin.2.79	0.855	MQ
MFD01188.bin.2.97	0.852	MQ
MFD01188.bin.3.109	0.874	MQ
MFD01188.bin.3.138	0.818	MQ
MFD01188.bin.3.182	0.873	MQ
MFD01188.bin.3.31	0.77	MQ
MFD01188.bin.3.372	0.82	MQ
MFD01188.bin.4.248	0.834	MQ
MFD01188.bin.4.386	0.79	MQ
MFD01188.bin.4.86	0.853	MQ
MFD01213.bin.1.135	0.839	MQ
MFD01213.bin.1.138	0.829	MQ
MFD01213.bin.1.206	0.911	MQ
MFD01213.bin.2.10	0.849	MQ
MFD01213.bin.2.104	0.903	MQ
MFD01213.bin.2.105	0.851	MQ
MFD01213.bin.2.106	0.848	MQ
MFD01213.bin.2.107	0.874	MQ
MFD01213.bin.2.108	0.877	MQ
MFD01213.bin.2.11	0.864	MQ
MFD01213.bin.2.110	0.853	MQ
MFD01213.bin.2.111	0.874	MQ
MFD01213.bin.2.112	0.855	MQ
MFD01213.bin.2.113	0.873	MQ
MFD01213.bin.2.116	0.836	MQ
MFD01213.bin.2.117	0.829	MQ
MFD01213.bin.2.119	0.87	MQ
MFD01213.bin.2.121	0.878	MQ
MFD01213.bin.2.122	0.852	MQ
MFD01213.bin.2.125	0.898	MQ
MFD01213.bin.2.128	0.822	MQ
MFD01213.bin.2.129	0.842	MQ
MFD01213.bin.2.13	0.811	MQ
MFD01213.bin.2.130	0.83	MQ
MFD01213.bin.2.131	0.863	MQ
MFD01213.bin.2.132	0.825	MQ
MFD01213.bin.2.133	0.84	MQ
MFD01213.bin.2.134	0.857	MQ
MFD01213.bin.2.135	0.85	MQ
MFD01213.bin.2.137	0.855	MQ
MFD01213.bin.2.138	0.861	MQ
MFD01213.bin.2.143	0.868	MQ
MFD01213.bin.2.144	0.905	MQ
MFD01213.bin.2.146	0.863	MQ
MFD01213.bin.2.149	0.844	MQ
MFD01213.bin.2.150	0.853	MQ
MFD01213.bin.2.152	0.893	MQ
MFD01213.bin.2.155	0.818	MQ
MFD01213.bin.2.156	0.836	MQ
MFD01213.bin.2.157	0.877	MQ
MFD01213.bin.2.159	0.919	MQ
MFD01213.bin.2.162	0.881	MQ
MFD01213.bin.2.163	0.841	MQ
MFD01213.bin.2.165	0.841	MQ
MFD01213.bin.2.166	0.85	MQ
MFD01213.bin.2.168	0.857	MQ
MFD01213.bin.2.17	0.838	MQ
MFD01213.bin.2.170	0.845	MQ
MFD01213.bin.2.171	0.824	MQ
MFD01213.bin.2.174	0.818	MQ
MFD01213.bin.2.175	0.832	MQ
MFD01213.bin.2.176	0.833	MQ
MFD01213.bin.2.18	0.838	MQ
MFD01213.bin.2.180	0.851	MQ
MFD01213.bin.2.185	0.876	MQ
MFD01213.bin.2.189	0.832	MQ
MFD01213.bin.2.19	0.832	MQ
MFD01213.bin.2.191	0.889	MQ
MFD01213.bin.2.193	0.866	MQ
MFD01213.bin.2.194	0.874	MQ
MFD01213.bin.2.196	0.847	MQ
MFD01213.bin.2.197	0.857	MQ
MFD01213.bin.2.20	0.85	MQ
MFD01213.bin.2.21	0.82	MQ
MFD01213.bin.2.22	0.855	MQ
MFD01213.bin.2.23	0.827	MQ
MFD01213.bin.2.27	0.85	MQ
MFD01213.bin.2.29	0.88	MQ
MFD01213.bin.2.30	0.842	MQ
MFD01213.bin.2.31	0.855	MQ
MFD01213.bin.2.32	0.871	MQ
MFD01213.bin.2.33	0.891	MQ
MFD01213.bin.2.34	0.851	MQ
MFD01213.bin.2.36	0.838	MQ
MFD01213.bin.2.38	0.854	MQ
MFD01213.bin.2.39	0.893	MQ
MFD01213.bin.2.4	0.861	MQ
MFD01213.bin.2.40	0.907	MQ
MFD01213.bin.2.41	0.871	MQ
MFD01213.bin.2.42	0.858	MQ
MFD01213.bin.2.44	0.91	MQ
MFD01213.bin.2.49	0.898	MQ
MFD01213.bin.2.5	0.904	MQ
MFD01213.bin.2.51	0.876	MQ
MFD01213.bin.2.53	0.81	MQ
MFD01213.bin.2.54	0.859	MQ
MFD01213.bin.2.55	0.858	MQ
MFD01213.bin.2.58	0.841	MQ
MFD01213.bin.2.61	0.829	MQ
MFD01213.bin.2.71	0.854	MQ
MFD01213.bin.2.74	0.808	MQ
MFD01213.bin.2.81	0.826	MQ
MFD01213.bin.2.92	0.872	MQ
MFD01213.bin.2.94	0.875	MQ
MFD01213.bin.2.95	0.878	MQ
MFD01213.bin.2.97	0.839	MQ
MFD01213.bin.2.98	0.835	MQ
MFD01213.bin.3.118	0.862	MQ
MFD01213.bin.3.154	0.813	MQ
MFD01213.bin.3.157	0.827	MQ
MFD01213.bin.3.214	0.854	MQ
MFD01213.bin.3.243	0.841	MQ
MFD01213.bin.3.251	0.824	MQ
MFD01213.bin.3.295	0.907	MQ
MFD01213.bin.3.342	0.842	MQ
MFD01213.bin.3.363	0.832	MQ
MFD01213.bin.3.367	0.829	MQ
MFD01213.bin.3.396	0.849	MQ
MFD01213.bin.3.422	0.879	MQ
MFD01213.bin.3.448	0.863	MQ
MFD01213.bin.3.530	0.828	MQ
MFD01213.bin.3.552	0.857	MQ
MFD01213.bin.3.560	0.833	MQ
MFD01213.bin.3.581	0.853	MQ
MFD01213.bin.3.8	0.898	MQ
MFD01213.bin.3.93	0.85	MQ
MFD01213.bin.4.384	0.85	MQ
MFD01213.bin.4.502	0.844	MQ
MFD01223.bin.1.101	0.864	MQ
MFD01223.bin.1.107	0.878	MQ
MFD01223.bin.1.110	0.861	MQ
MFD01223.bin.1.111	0.842	MQ
MFD01223.bin.1.127	0.86	MQ
MFD01223.bin.1.27	0.853	MQ
MFD01223.bin.1.35	0.834	MQ
MFD01223.bin.1.40	0.894	MQ
MFD01223.bin.1.55	0.903	MQ
MFD01223.bin.1.58	0.861	MQ
MFD01223.bin.1.7	0.907	MQ
MFD01223.bin.1.99	0.862	MQ
MFD01223.bin.2.14	0.81	MQ
MFD01223.bin.2.21	0.879	MQ
MFD01223.bin.2.25	0.817	MQ
MFD01223.bin.2.30	0.849	MQ
MFD01223.bin.2.31	0.85	MQ
MFD01223.bin.2.32	0.905	MQ
MFD01223.bin.2.33	0.85	MQ
MFD01223.bin.2.37	0.835	MQ
MFD01223.bin.2.4	0.89	MQ
MFD01223.bin.2.40	0.882	MQ
MFD01223.bin.2.42	0.852	MQ
MFD01223.bin.2.44	0.852	MQ
MFD01223.bin.2.47	0.858	MQ
MFD01223.bin.2.48	0.808	MQ
MFD01223.bin.2.5	0.83	MQ
MFD01223.bin.2.50	0.841	MQ
MFD01223.bin.2.69	0.859	MQ
MFD01223.bin.2.71	0.857	MQ
MFD01223.bin.2.76	0.784	MQ
MFD01223.bin.2.77	0.865	MQ
MFD01223.bin.2.87	0.862	MQ
MFD01223.bin.2.9	0.866	MQ
MFD01223.bin.2.90	0.865	MQ
MFD01223.bin.3.14	0.854	MQ
MFD01223.bin.3.150	0.848	MQ
MFD01223.bin.3.47	0.851	MQ
MFD01223.bin.3.50	0.798	MQ
MFD01223.bin.4.19	0.845	MQ
MFD01223.bin.4.238	0.848	MQ
