"bin"	"sankey1"	"sankey2"	"sankey3"	"sankey4"
"MFD00032.bin.2.178"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.18"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.189"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.19"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.190"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.192"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.194"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.196"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.2"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.201"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.202"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.207"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.209"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.210"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
family"
"MFD00032.bin.2.213"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00032.bin.2.218"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.219"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.221"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.224"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Known species"
"MFD00032.bin.2.225"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.227"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.231"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.232"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00032.bin.2.233"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.234"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.24"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.25"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.26"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.3"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.31"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.32"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00032.bin.2.33"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.34"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.35"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.39"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.41"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned order"
"MFD00032.bin.2.42"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.43"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.44"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.47"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.48"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.51"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.52"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Known species"
"MFD00032.bin.2.54"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.55"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.56"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.57"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.58"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.59"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.60"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.63"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.64"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00032.bin.2.65"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.67"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.68"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.69"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.70"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.71"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.73"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00032.bin.2.75"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00032.bin.2.76"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00032.bin.2.77"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.78"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.8"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.80"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.81"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.86"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.88"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.2.9"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00032.bin.2.91"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.92"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.94"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.2.97"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.102"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.3.136"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.144"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00032.bin.3.158"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.166"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.177"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.180"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00032.bin.3.204"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.205"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.218"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00032.bin.3.232"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.236"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.254"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.31"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.322"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.335"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.338"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.34"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00032.bin.3.351"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.371"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.403"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.3.405"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.452"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.53"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.532"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.64"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.74"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.85"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.3.97"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00032.bin.4.54"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00032.bin.4.9"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.1"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.100"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.101"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.103"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.105"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.107"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.108"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.110"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.2.111"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.112"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.2.114"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.2.115"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.118"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.121"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.125"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.126"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.127"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.130"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.131"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.2.132"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.135"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.139"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.14"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.140"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.141"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.142"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.143"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.144"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.145"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.146"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.149"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.15"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.150"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.153"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.154"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.155"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.156"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.157"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.158"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.159"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.161"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.162"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.163"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.164"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.166"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.2.169"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.2.17"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.170"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.19"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.2"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.22"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.24"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.25"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.2.27"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.3"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.30"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.31"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.32"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.33"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.37"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.38"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.39"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.4"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.41"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.42"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.43"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.44"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.45"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.49"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.2.52"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.54"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.56"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.6"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.63"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.2.67"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.7"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.71"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.73"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.74"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.8"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.80"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.81"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.83"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.85"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.87"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.88"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.89"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.9"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.90"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.91"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.96"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00072.bin.2.97"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.2.98"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.2.99"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.12"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.14"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.16"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.17"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.186"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.22"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.234"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00072.bin.3.46"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.67"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.70"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.71"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.79"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.3.87"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00072.bin.4.198"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.1.123"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.1.39"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.1.43"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00082.bin.1.9"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.1.95"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.1"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.10"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.100"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.102"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.104"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.107"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.108"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.109"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00082.bin.2.11"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.110"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.111"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.114"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.115"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.117"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.120"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.122"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.123"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.125"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.13"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.14"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.15"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00082.bin.2.16"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.17"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.18"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.19"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.2"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.20"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00082.bin.2.21"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Known species"
"MFD00082.bin.2.22"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.23"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.24"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.26"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.28"	"Single-contig"	"MQ"	NA	NA
"MFD00082.bin.2.3"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.31"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.33"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.34"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.35"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00082.bin.2.38"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.39"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.4"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.49"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.5"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.50"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.51"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.52"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.53"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.54"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.55"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.56"	"Single-contig"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00082.bin.2.57"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.58"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.6"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
genus"
"MFD00082.bin.2.60"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.61"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.63"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.64"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.65"	"Single-contig"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.67"	"More than 50
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.70"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.72"	"More than 50
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.75"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.79"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.81"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.82"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.83"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.84"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.85"	"10 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.86"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.87"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.88"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.9"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.90"	"25 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.2.91"	"50 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.93"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.96"	"10 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.2.98"	"50 or less
contigs"	"MQ"	NA	NA
"MFD00082.bin.3.110"	"25 or less
contigs"	"MQ"	"Dereplicated
MQ"	"Unassigned
species"
"MFD00082.bin.3.122"	"50 or less
contigs"	"MQ"	NA	NA
