bin	phylum	class	order	family	genus	species	novelty
MFD05442.bin.2.203	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	JAEUMG01	s_novel_10171_0	Species
MFD04651.bin.2.84	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10172_1	Species
MFD04651.bin.3.107	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10172_2	Species
MFD01561.bin.2.42	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10173_1	Species
MFD09730.bin.2.167	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10173_2	Species
MFD09964.bin.1.307	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	Aestuariivirga sp016792825	Known
MFD02832.bin.2.12	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10174_2	Species
MFD05567.bin.2.176	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10175_1	Species
MFD09212.bin.4.167	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10175_2	Species
MFD03066.bin.2.17	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10176_1	Species
MFD04651.bin.2.28	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10176_2	Species
MFD09730.bin.2.68	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10176_3	Species
MFD09730.bin.3.219	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10176_4	Species
MFD01916.bin.2.139	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10177_0	Species
MFD04651.bin.1.149	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10178_0	Species
MFD04651.bin.2.126	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	s_novel_10179_0	Species
MFD00905.bin.2.63	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	PNON01	s_novel_1018_0	Species
MFD09964.bin.1.10	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Anderseniella	s_novel_10180_1	Species
MFD03551.bin.2.108	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Anderseniella	s_novel_10180_2	Species
MFD03804.bin.3.144	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Anderseniella	s_novel_10181_0	Species
MFD09779.bin.3.373	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Anderseniella	s_novel_10182_1	Species
MFD09779.bin.3.474	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Anderseniella	s_novel_10182_2	Species
MFD09779.bin.2.140	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Anderseniella	s_novel_10183_0	Species
MFD09779.bin.2.74	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Anderseniella	s_novel_10184_0	Species
MFD02832.bin.1.145	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Anderseniella	s_novel_10185_0	Species
MFD02832.bin.3.86	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Anderseniella	s_novel_10186_0	Species
MFD08416.bin.2.10	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira	s_novel_10187_0	Species
MFD02671.bin.2.22	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10188_1	Species
MFD06714.bin.2.130	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10188_2	Species
MFD04540.bin.2.97	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10188_3	Species
MFD00125.bin.2.93	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10189_1	Species
MFD05841.bin.3.37	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10189_2	Species
MFD02416.bin.2.175	Spirochaetota	Spirochaetia	DSM-27196	f_novel_bac_1793	g_novel_bac_1793	s_novel_1019_0	Family
MFD00731.bin.3.174	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10190_1	Species
MFD01213.bin.2.13	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10190_2	Species
MFD09212.bin.1.104	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10191_0	Species
MFD00731.bin.1.32	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10192_1	Species
MFD04463.bin.2.25	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10192_2	Species
MFD03399.bin.c.3	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10193_1	Species
MFD00125.bin.1.99	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10194_1	Species
MFD10071.bin.4.152	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10194_2	Species
MFD01138.bin.3.248	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10194_3	Species
MFD09603.bin.1.77	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10195_0	Species
MFD04463.bin.2.7	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10196_0	Species
MFD06714.bin.1.228	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10197_1	Species
MFD09567.bin.1.55	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Methylocella sp003162995	Known
MFD04428.bin.3.55	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	s_novel_10199_0	Species
MFD01231.bin.c.5	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	s_novel_102_1	Species
MFD02416.bin.2.6	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	JAJYIW01	s_novel_1020_0	Species
MFD05942.bin.2.336	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Methylocella sp004564215	Known
MFD04651.bin.1.92	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	s_novel_10201_0	Species
MFD04651.bin.2.136	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	s_novel_10202_0	Species
MFD04651.bin.1.20	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	s_novel_10203_0	Species
MFD04651.bin.1.60	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	s_novel_10204_0	Species
MFD04651.bin.3.129	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	s_novel_10205_0	Species
MFD02832.bin.2.96	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	Sphingorhabdus_B lacus	Known
MFD02832.bin.3.242	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	s_novel_10207_0	Species
MFD02832.bin.1.108	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	s_novel_10208_0	Species
MFD04651.bin.2.165	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	s_novel_10209_0	Species
MFD09964.bin.2.167	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	UBA6170	s_novel_1021_0	Species
MFD02832.bin.1.100	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	s_novel_10210_0	Species
MFD02832.bin.3.255	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B	s_novel_10211_0	Species
MFD01721.bin.1.101	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteraurantiacibacter	s_novel_10212_0	Species
MFD03250.bin.1.44	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteraurantiacibacter	s_novel_10213_0	Species
MFD03250.bin.2.95	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	s_novel_10214_0	Species
MFD03250.bin.1.23	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pontixanthobacter	s_novel_10215_0	Species
MFD03250.bin.2.11	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ZODW24	s_novel_10216_0	Species
MFD03250.bin.2.62	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ZODW24	s_novel_10217_0	Species
MFD02581.bin.2.15	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10218_0	Species
MFD02832.bin.1.9	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10219_0	Species
MFD04716.bin.1.45	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	PNON01	s_novel_1022_0	Species
MFD02581.bin.1.19	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10220_0	Species
MFD01275.bin.2.19	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10221_0	Species
MFD02581.bin.1.73	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10222_0	Species
MFD09848.bin.2.6	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10223_1	Species
MFD02840.bin.2.321	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10224_0	Species
MFD09212.bin.4.524	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10225_0	Species
MFD05176.bin.2.196	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10226_0	Species
MFD02840.bin.2.275	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10227_0	Species
MFD02581.bin.1.41	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10228_0	Species
MFD01721.bin.1.141	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10229_0	Species
MFD04716.bin.3.317	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	PNON01	s_novel_1023_0	Species
MFD01721.bin.1.227	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10230_0	Species
MFD01721.bin.1.220	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10231_0	Species
MFD02581.bin.1.72	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10232_0	Species
MFD01275.bin.2.122	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10233_0	Species
MFD01275.bin.2.205	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10234_0	Species
MFD02581.bin.2.31	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10235_0	Species
MFD09212.bin.3.335	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10236_0	Species
MFD05674.bin.3.197	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10237_0	Species
MFD02840.bin.2.30	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10238_1	Species
MFD01275.bin.2.41	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10239_1	Species
MFD03066.bin.2.178	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10239_2	Species
MFD00905.bin.3.301	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	PNON01	s_novel_1024_1	Species
MFD00032.bin.2.135	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	PNON01	s_novel_1024_2	Species
MFD02840.bin.2.248	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10240_0	Species
MFD02581.bin.2.90	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10241_0	Species
MFD08447.bin.2.37	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10242_0	Species
MFD08669.bin.1.116	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10243_0	Species
MFD08353.bin.1.29	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10244_1	Species
MFD07386.bin.2.19	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10244_2	Species
MFD08447.bin.2.1	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10245_0	Species
MFD09126.bin.1.77	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10246_1	Species
MFD08353.bin.2.20	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10247_1	Species
MFD08462.bin.2.79	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10248_1	Species
MFD08416.bin.2.56	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10249_1	Species
MFD00905.bin.1.53	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	PNON01	s_novel_1025_0	Species
MFD07841.bin.2.63	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10250_0	Species
MFD08669.bin.2.95	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10251_0	Species
MFD09018.bin.2.105	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10252_1	Species
MFD08988.bin.2.58	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10253_0	Species
MFD07841.bin.2.22	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10254_0	Species
MFD08821.bin.2.76	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10255_0	Species
MFD03066.bin.3.481	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10256_0	Species
MFD00392.bin.2.213	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10257_0	Species
MFD02840.bin.2.230	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10258_0	Species
MFD03975.bin.3.290	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10259_0	Species
MFD09848.bin.2.54	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	PNON01	s_novel_1026_0	Species
MFD08669.bin.2.38	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10260_1	Species
MFD08988.bin.2.20	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10261_1	Species
MFD08416.bin.2.74	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10262_0	Species
MFD07841.bin.2.5	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10263_0	Species
MFD08447.bin.2.14	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10264_1	Species
MFD08669.bin.2.6	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10264_2	Species
MFD09212.bin.1.137	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	s_novel_10265_0	Species
MFD04580.bin.2.131	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter_B	s_novel_10266_0	Species
MFD04580.bin.2.79	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter_B	s_novel_10267_0	Species
MFD04580.bin.1.68	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter_B	s_novel_10268_0	Species
MFD04580.bin.2.116	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter_B	s_novel_10269_0	Species
MFD01689.bin.2.77	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	g_novel_bac_734	s_novel_1027_0	Genus
MFD04580.bin.2.91	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter_B	s_novel_10270_0	Species
MFD04580.bin.2.54	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter_B	s_novel_10271_0	Species
MFD01213.bin.2.41	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	s_novel_10272_0	Species
MFD04212.bin.2.227	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	s_novel_10273_0	Species
MFD05747.bin.c.1	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	s_novel_10274_0	Species
MFD06742.bin.2.318	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	s_novel_10275_0	Species
MFD09206.bin.1.100	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	s_novel_10276_0	Species
MFD09206.bin.2.54	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	s_novel_10277_0	Species
MFD01275.bin.2.73	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	s_novel_10278_0	Species
MFD09206.bin.1.206	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	s_novel_10279_0	Species
MFD02832.bin.1.142	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	JANXPB01	JANXPB01 sp016722505	Known
MFD04212.bin.2.52	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	s_novel_10280_0	Species
MFD01916.bin.1.10	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	s_novel_10281_0	Species
MFD05747.bin.2.145	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	s_novel_10282_0	Species
MFD09603.bin.2.64	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	s_novel_10283_0	Species
MFD01721.bin.1.313	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_C	s_novel_10284_0	Species
MFD02581.bin.2.17	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas_O	s_novel_10285_0	Species
MFD00905.bin.3.577	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Andeanibacterium	s_novel_10286_0	Species
MFD05442.bin.2.71	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Andeanibacterium	s_novel_10287_0	Species
MFD04651.bin.1.18	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	s_novel_10288_0	Species
MFD04651.bin.2.90	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	s_novel_10289_0	Species
MFD01872.bin.2.162	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	g_novel_bac_735	s_novel_1029_1	Genus
MFD04651.bin.2.137	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteraurantiacibacter	s_novel_10290_0	Species
MFD04651.bin.2.29	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	s_novel_10291_0	Species
MFD04651.bin.1.38	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	s_novel_10292_0	Species
MFD04651.bin.2.49	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	s_novel_10293_0	Species
MFD04651.bin.2.168	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	s_novel_10294_0	Species
MFD04651.bin.1.124	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	s_novel_10295_0	Species
MFD04651.bin.1.61	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	s_novel_10296_0	Species
MFD04651.bin.2.101	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	s_novel_10297_0	Species
MFD02832.bin.1.134	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	s_novel_10298_0	Species
MFD03250.bin.1.197	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parerythrobacter	s_novel_10299_1	Species
MFD03250.bin.2.55	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parerythrobacter	s_novel_10299_2	Species
MFD03250.bin.1.187	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parerythrobacter	s_novel_10299_3	Species
MFD03726.bin.2.157	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	s_novel_103_0	Species
MFD04492.bin.2.26	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	g_novel_bac_735	s_novel_1030_1	Genus
MFD01872.bin.2.170	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	g_novel_bac_735	s_novel_1030_2	Genus
MFD03250.bin.2.104	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	CAJXSN01	s_novel_10300_0	Species
MFD01721.bin.1.10	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	s_novel_10301_0	Species
MFD01721.bin.1.244	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	s_novel_10302_0	Species
MFD03250.bin.2.12	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	s_novel_10303_0	Species
MFD03250.bin.2.13	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	s_novel_10304_0	Species
MFD02832.bin.1.178	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	s_novel_10305_0	Species
MFD02832.bin.1.89	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp002482865	Known
MFD02832.bin.2.106	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp001464915	Known
