bin	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	cov	bakta_CDS_all	bakta_CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	barrnap_16S	barrnap_23S	barrnap_5S	uniq_trna_arc	Q_score	MAG_status	gtdb_classification	gtdb_msa	gtdb_ani	gtdb_af	gtdb_red	primary_cluster	secondary_cluster
LIB-MJ307-E4_01.33	94.87	3.42	25	94.14	2.57	0.868	88269	317.460018298262	5984110	0.58	5465	174	373311	51.71296	5364	1935	56	22	1	1	1	1	1	1	0	77.77	HQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	93.88	N/A	N/A	0.95071	4139	4139_1
LIB-MJ227-E5_02.13	96.67	1.87	33.33	91.23	1.63	0.888	87599	305.329373650108	1903013	0.67	1852	62	245627	25.476978	1837	1591	38	17	1	1	1	1	1	1	22	87.32	HQ	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__	93.76	86.4	0.798	0.97892	869	869_1
LIB-MJ413-G5_01.51	97.65	3.1	0	95.66	2.67	0.907	86573	365.410227272727	5308279	0.4	4400	131	240284	40.92379	4318	1571	36	21	1	1	1	1	1	1	0	82.15	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__2-12-FULL-35-15 sp020051175	82.74	98.39	0.889	N/A	365	365_0
LIB-MJ089-B2_02.2	93.02	0.19	0	99.7	0.04	0.876	86135	328.778514588859	1694040	0.37	1508	50	153965	14.291373	1493	292	41	21	1	1	1	1	2	1	0	92.07	HQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella;s__	97.82	N/A	N/A	0.95665	4375	4375_0
LIB-MJ193-H6_01.8	95.61	1.69	0	99.33	2.39	0.898	85123	334.271191646192	3630427	0.51	3256	72	384868	12.518339	3111	1219	48	21	1	1	1	1	1	1	0	87.16	HQ	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__JAHEZR01;g__;s__	95.15	78.34	0.111	0.80996	568	568_1
LIB-MJ337-G8_03.44	95.44	1.88	33.33	93.02	1.68	0.871	85067	329.32210899424	5115131	0.59	4514	147	319459	15.5331955	4424	1409	49	21	1	1	1	1	1	1	0	86.04	HQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	89.65	N/A	N/A	0.95137	4136	4136_1
LIB-MJ230-B10_03.16	95.21	1.82	33.33	96.06	3.41	0.857	85063	291.363352420614	1955818	0.48	1921	40	242290	21.495378	1838	442	49	21	1	1	1	1	1	1	0	86.11	HQ	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__	81.65	N/A	N/A	0.9406	232	232_0
LIB-MJ105-G3_01_v_LIB-MJ367-G3_04.50	95.51	2.99	0	98.06	1.01	0.858	84957	326.405942806077	5100311	0.58	4476	101	251164	49.265835	4356	1092	49	22	1	1	1	1	1	1	0	80.56	HQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	93.7	90.14	0.77	0.99094	4050	4050_1
LIB-MJ334-A10_01.45	61.65	0	0	97.47	0.02	0.861	84806	305.105473965287	795117	0.37	749	20	255939	18.484926	727	341	39	19	2	1	1	2	1	1	0	61.65	HQ	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GWA1-40-21;g__;s__	70.37	N/A	N/A	0.80001	4248	4248_0
LIB-MJ413-G9_01.6	93.81	0.95	0	97.28	0.01	0.894	83971	369.294093178037	2975053	0.44	2404	63	162491	42.492516	2365	103	39	21	1	1	3	1	1	3	0	89.06	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tenuifilaceae;g__MWFE01;s__MWFE01 sp002071445	93.62	99.98	0.955	N/A	4782	4782_1
LIB-MJ334-C8_01.28	76.85	0	0	100	0.33	0.874	83218	281.394366197183	890157	0.37	923	27	178954	15.108327	884	291	38	20	1	0	2	1	1	2	0	76.85	HQ	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae;g__;s__	64.05	N/A	N/A	0.87953	4255	4255_1
LIB-MJ129-F11_02.9	99.11	1.83	9.09	98.89	0.65	0.841	82528	298.299083148909	3360871	0.6	3163	77	173470	94.78963	3060	513	47	21	2	2	1	2	2	1	0	89.96	HQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__	95.37	82.31	0.678	0.97264	2876	2876_1
LIB-MJ390-F6_03.1	96.58	2.56	50	95.58	0.3	0.925	81224	332.948963317384	3382003	0.52	3135	94	232508	17.776655	3057	769	49	21	1	1	1	1	1	1	0	83.78	HQ	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__OLB17 sp016712045	93.7	98.51	0.964	N/A	4222	4222_1
LIB-MJ138-C8_03.5	97.74	2.2	0	97.18	0.59	0.839	80746	329.547176684882	3226876	0.5	2745	61	283192	28.501223	2634	828	51	22	1	1	1	1	1	1	0	86.74	HQ	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__MSB-5A5;f__SM1-73;g__CAIVRH01;s__	93.96	77.85	0.246	0.87882	728	728_0
LIB-MJ390-D9_03.19	93.01	1.25	0	96.1	1.75	0.935	80595	357.160401002506	1825290	0.48	1596	67	184503	14.97659	1577	518	45	21	1	1	1	1	1	1	0	86.76	HQ	d__Bacteria;p__Omnitrophota;c__Koll11;o__SKK-01;f__SKK-01;g__;s__	83.89	N/A	N/A	0.7027	247	247_1
LIB-MJ413-H5_01.101	63.86	0.99	0	94.96	0.98	0.901	79702	271.207407407407	850684	0.51	945	13	214118	22.367508	892	596	46	20	1	1	1	1	1	1	0	58.91	HQ	d__Bacteria;p__Patescibacteria;c__UBA1384;o__;f__;g__;s__	70.33	N/A	N/A	0.57792	4566	4566_0
LIB-MJ413-F9_01.59	90.91	2.91	0	98.56	0.43	0.891	78470	341.508719481814	2305621	0.5	2007	52	192876	57.909206	1947	57	46	22	1	1	1	1	1	1	0	76.36	HQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__Brevefilum fermentans	90.31	99.98	0.997	N/A	3106	3106_1
LIB-MJ149-E5_03.16	100	0.16	0	98.54	1.23	0.896	78202	269.387456224132	2827235	0.43	3141	80	640527	13.5705805	3051	2555	42	18	1	1	1	1	1	1	21	99.2	HQ	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	99.4	86.16	0.688	0.97361	4922	4922_0
LIB-MJ336-E7_02.30	99.79	2.61	0	100	1.18	0.876	77116	312.949464012251	4889006	0.58	4571	181	285407	12.838356	4391	1004	65	22	1	1	1	1	1	1	0	86.74	HQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	92.19	N/A	N/A	0.97478	3966	3966_1
LIB-MJ340-A8_01_v_LIB-MJ406-B6_04.2	97.44	6.98	7.69	96.46	3.82	0.896	77109	335.714951291826	5300608	0.47	4722	155	233490	13.267712	4628	1448	68	22	3	1	1	3	1	1	0	62.54	HQ	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	88.46	N/A	N/A	0.86789	897	897_0
LIB-MJ334-H9_01.39	67.13	0	0	100	0.82	0.892	76500	292.83008356546	1059547	0.41	1077	29	191469	779.77844	1045	337	43	19	2	2	1	2	2	1	0	67.13	HQ	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA2206;g__UBA9630;s__	75.79	N/A	N/A	0.90869	4501	4501_1
LIB-MJ140-E2_02.27	97.64	3.55	0	93.57	0.4	0.875	76145	331.36243954863	4218198	0.57	3722	99	307506	29.339682	3554	1072	48	22	1	1	1	1	1	1	0	79.89	HQ	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA7542;s__	89.18	89.02	0.624	0.96698	4197	4197_0
LIB-MJ413-H7_01.3	90.26	0.99	0	95.2	0.02	0.878	74178	316.368322981366	1735941	0.53	1610	44	162906	11.497737	1566	111	43	19	1	1	1	1	1	1	0	85.31	HQ	d__Bacteria;p__Bacillota_E;c__DTU015;o__DTU015;f__DTU015;g__DTU015;s__DTU015 sp001513185	88.6	99.9	0.953	N/A	321	321_1
LIB-MJ337-C9_03.36	96.67	0.8	0	96.2	0.11	0.89	73746	300.88284725655	2045004	0.66	2023	59	170610	24.666977	2005	1742	38	17	1	0	1	1	1	1	22	92.67	HQ	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__	93.63	80.21	0.614	0.95414	861	861_1
LIB-MJ413-D8_01.22	96.77	2.15	0	96.64	0.74	0.887	73561	380.904384133612	3081741	0.39	2395	108	234599	55.717167	2383	704	43	21	1	1	1	1	1	1	0	86.02	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAAYJT01;g__JAAYJT01;s__	92.39	91.48	0.86	0.98108	490	490_0
LIB-MJ227-E5_02.21	95.71	0	0	98.38	0.89	0.896	73140	298.270314414047	2440586	0.5	2449	56	201809	12.952384	2348	850	48	21	1	1	1	1	1	1	0	95.71	HQ	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__UBA1162;s__	88.82	84.14	0.747	0.9855	268	268_0
LIB-MJ335-E2_02.14	92.73	2.73	0	97.3	0.99	0.875	72679	329.961381190368	2486213	0.49	2201	58	155655	45.896114	2173	570	47	21	1	1	1	1	1	1	0	79.08	HQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__49-20;s__	88.92	N/A	N/A	0.92339	4560	4560_1
LIB-MJ413-F5_01.19	98.82	1.46	0	98.61	1.02	0.929	72188	298.57962413452	2916095	0.69	3033	65	193101	22.913439	2976	310	45	21	1	1	1	1	1	1	0	91.52	HQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pseudolysinimonas;s__	94.62	86.67	0.762	0.98682	1890	1890_0
LIB-MJ334-C11_01.15	90.5	1.08	0	97.61	0.74	0.902	70836	364.141364474493	1966205	0.5	1627	53	176559	64.982605	1627	329	43	20	1	1	1	1	1	1	0	85.1	HQ	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__Profunditerraquicolaceae;g__Undivivens;s__	82.09	N/A	N/A	0.93767	2343	2343_1
LIB-MJ339-H11_03_v_LIB-MJ405-E5_01.17	94.44	1.88	0	96.43	1.67	0.87	70731	327.649867913026	5550087	0.57	4921	132	287858	18.11258	4812	1192	56	21	1	1	1	1	1	1	0	85.04	HQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	92.61	N/A	N/A	0.96801	4080	4080_1
LIB-MJ413-G7_01.7	98.05	1.83	0	98.25	1.8	0.902	70159	297.695669291339	2510382	0.29	2540	83	254383	35.40482	2497	292	38	19	1	1	2	1	1	2	0	88.9	HQ	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Miniphocaeibacter;s__Miniphocaeibacter sp012841535	94.68	99.84	0.806	N/A	4578	4578_1
LIB-MJ196-E11_02.28	97.1	0.86	100	97.54	0.27	0.846	70069	302.582653061225	3151476	0.59	2940	83	261763	19.466255	2929	654	47	22	1	1	1	1	1	1	0	92.8	HQ	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__	92.85	79.86	0.481	0.90624	697	697_1
LIB-MJ106-D8_01_v_LIB-MJ409-A9_01.2	96.24	0.65	0	91.12	0.6	0.794	70012	233.225455956539	2263327	0.52	2577	67	196947	17.50801	2363	2070	43	20	1	1	1	1	1	1	22	92.99	HQ	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	97.78	N/A	N/A	0.97973	1956	1956_1
LIB-MJ413-G9_01.9	88.65	3.23	0	96.36	0.85	0.955	70007	331.801751592357	1305224	0.4	1256	61	291689	12.043596	1220	216	46	20	1	1	1	1	1	1	0	72.5	HQ	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__Profunditerraquicolaceae;g__Sherwoodlollariibacterium;s__	78.59	77.11	0.313	0.94151	4396	4396_1
LIB-MJ334-C11_01.9	76.15	0	0	96.95	0.25	0.925	68920	278.340189873418	568800	0.36	632	11	95542	15.079637	613	190	42	20	1	1	1	1	2	1	0	76.15	HQ	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__UBA2211;s__	65.78	83.6	0.741	0.97352	4387	4387_1
LIB-MJ301-F5_01.30	98.82	1.07	0	99.98	0.07	0.901	67518	306.858485499463	3795106	0.66	3724	113	171720	117.27365	3611	434	46	21	1	1	1	1	1	1	0	93.47	HQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp011620645	97.1	99.54	0.925	N/A	1619	1619_1
LIB-MJ195-E7_01.17	92.78	2.14	0	94.77	3.09	0.913	67031	329.638082376772	3198918	0.65	2962	91	284555	23.271978	2866	861	53	21	0	1	1	1	1	1	0	82.08	HQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	89.39	79.98	0.435	0.96601	1228	1228_0
LIB-MJ413-A7_01.24	93.79	4.27	0	93.44	1.65	0.895	66844	350.36844526219	2548856	0.5	2174	88	223317	13.579566	2124	310	46	21	1	1	1	1	1	1	0	72.44	HQ	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Saccharicenantaceae;g__Saccharicenans;s__	90.78	N/A	N/A	0.9428	2248	2248_0
LIB-MJ106-H9_01.20	97.28	1.61	0	99.99	0.42	0.832	66365	295.470044991712	4491140	0.62	4223	141	179832	38.82224	4097	1293	51	21	1	1	1	1	1	1	0	89.23	HQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	97.6	N/A	N/A	0.94009	2853	2853_0
LIB-MJ305-G4_04.39	98.92	1.34	66.67	99.87	0.09	0.915	66234	354.791846109676	4042848	0.57	3483	137	187911	40.514706	3490	1280	43	21	1	2	1	1	2	1	0	92.22	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp016710015	96.03	99.62	0.958	N/A	1511	1511_1
LIB-MJ250-F2_04_v_LIB-MJ365-F2_03.59	97.87	1.6	0	93.27	0.33	0.912	65696	310.365242165242	1785676	0.68	1755	34	186746	45.15735	1705	1476	36	16	1	1	1	1	1	1	21	89.87	HQ	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__	93.76	80.68	0.597	0.94601	860	860_0
LIB-MJ105-C8_01_v_LIB-MJ367-C8_04.13	96.27	1.6	0	92.4	0.53	0.898	65505	285.594451003542	1610096	0.67	1694	50	138667	37.066704	1648	1419	39	17	1	1	1	1	1	1	22	88.27	HQ	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__	92.37	85.14	0.773	0.99548	850	850_1
LIB-MJ131-H4_01.15	90.37	5.18	0	93	2.42	0.895	64840	329.412169503803	3041615	0.5	2761	99	235256	15.853476	2685	809	54	21	2	1	1	2	1	1	0	64.47	HQ	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	88.98	N/A	N/A	0.77877	2253	2253_0
LIB-MJ413-G5_01.11	93.98	0.93	0	97.84	0.08	0.914	64620	303.802862254025	2780107	0.59	2795	72	197681	17.741596	2659	1233	48	22	1	1	1	1	1	1	0	89.33	HQ	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JAMLGR01;s__	86.51	76.9	0.092	0.86198	2010	2010_0
LIB-MJ343-C2_01.15	94.59	1.03	0	97.51	0.15	0.881	63737	331.574787393697	4505450	0.58	3998	116	243679	18.935766	3892	1149	55	22	1	2	1	1	2	1	0	89.44	HQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	94.8	N/A	N/A	0.89545	4119	4119_1
LIB-MJ134-B10_03.17	79.03	0	0	97.29	2.12	0.879	63402	293.005657708628	706337	0.36	707	40	137599	14.596748	674	256	40	20	1	1	1	1	2	1	0	79.03	HQ	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GWA1-40-21;g__CAILDB01;s__	68.38	78.56	0.435	0.94134	4247	4247_0
LIB-MJ386-F4_04.6	97.31	0.81	0	95.46	0.62	0.893	62220	345.284021406728	3030097	0.31	2616	101	142185	12.77276	2577	1155	56	21	1	1	8	1	1	4	0	93.26	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__SNAP01;s__	89.47	77.9	0.199	0.89343	295	295_0
LIB-MJ281-C1_01.11	99.07	1.38	0	94.57	0.53	0.924	60550	304.560483870968	2202445	0.61	2232	72	154185	19.618793	2170	466	49	20	1	2	1	1	2	1	0	92.17	HQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	91.2	N/A	N/A	0.96092	1123	1123_1
LIB-MJ336-D10_02.7	95.73	2.56	0	96.39	0.82	0.882	60416	342.168314606742	5170973	0.58	4450	143	185466	13.32687	4367	928	51	21	1	1	1	1	1	1	0	82.93	HQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	92.29	N/A	N/A	0.96625	4078	4078_1
LIB-MJ140-E2_02.11	57.11	0.81	0	94.57	0.09	0.907	60390	312.70528109029	1211260	0.41	1174	31	107815	12.91401	1152	813	36	21	1	1	1	1	1	1	0	53.06	HQ	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__JACPOV01;g__;s__	77.7	77.88	0.057	0.80982	4957	4957_0
LIB-MJ048-A2_04.14	97.84	0	0	95.22	0.26	0.928	59788	311.795199501247	3221904	0.64	3208	118	191483	19.16068	3098	1665	47	21	1	1	1	1	1	1	0	97.84	HQ	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Cybelea;s__	91.84	N/A	N/A	0.94165	2179	2179_1
LIB-MJ413-G1_01.19	97.7	2.24	0	99.95	0.65	0.936	59371	305.786666666667	2491319	0.45	2550	73	127312	13.84614	2503	326	43	21	1	1	1	1	1	1	0	86.5	HQ	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__	80.62	N/A	N/A	0.98068	207	207_0
LIB-MJ334-G9_01.22	77.01	0	0	98.37	0.07	0.906	57519	273.123737373737	714147	0.49	792	19	156273	16.803259	771	289	42	21	1	2	1	1	2	1	0	77.01	HQ	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2103;g__C7867-001;s__	66.67	77.87	0.054	0.9038	4656	4656_1
LIB-MJ413-D8_01.42	99.02	0	0	98.3	0.08	0.867	57502	279.219643820831	1783824	0.56	1853	50	133690	26.208021	1829	1606	41	18	1	1	1	1	1	1	22	99.02	HQ	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__UBA9949;s__UBA9949 sp016699325	97.68	99.55	0.979	N/A	918	918_0
LIB-MJ413-G10_01.8	96.75	2.82	0	95.78	0.24	0.884	56104	322.217586912065	2668894	0.38	2445	89	138458	16.049194	2398	546	48	20	1	1	3	1	1	3	0	82.65	HQ	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__UBA3941;g__JAAYGY01;s__JAAYGY01 sp012735575	88.66	99.73	0.917	N/A	392	392_1
LIB-MJ259-G6_04.3	94.52	3.87	12.5	98.58	4.07	0.893	55305	333.450581395349	6152473	0.64	5504	323	174194	37.41782	5334	3173	44	21	1	1	1	1	1	1	0	75.17	HQ	d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__	89.53	N/A	N/A	0.95654	709	709_1
LIB-MJ337-C9_03.5	94.66	3.85	16.67	97.37	1.4	0.872	54134	327.657926389223	4677554	0.59	4157	133	151067	16.841042	4075	1235	37	19	1	1	1	1	1	1	0	75.41	HQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	91.84	N/A	N/A	0.9508	4142	4142_1
LIB-MJ284-H8_03.8	95.73	2.56	0	100	0.1	0.905	53644	347.50946969697	4859171	0.62	4224	226	294208	16.083488	4142	1719	52	22	1	1	1	1	1	1	0	82.93	HQ	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	91.24	76.66	0.141	0.8453	2110	2110_1
LIB-MJ334-B12_01.31	98.32	0.56	0	100	0.09	0.909	53271	335.833995719963	3618500	0.33	3271	118	182134	20.327105	3205	574	46	21	1	2	1	1	2	1	0	95.52	HQ	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__IGN3;s__	98.11	79.3	0.492	0.93111	4948	4948_1
LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.248	93.2	0.97	0	92.45	0.08	0.89	52917	241.544409613375	1555026	0.36	1914	74	172332	28.714806	1801	1652	38	18	1	1	1	1	1	1	21	88.35	HQ	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__	81.22	N/A	N/A	0.98504	107	107_1
LIB-MJ413-E9_01.3	95.48	2.58	0	97.69	1.13	0.874	52840	316.238252812707	3270113	0.58	3022	91	175663	11.841929	3001	613	46	22	1	1	1	1	1	1	0	82.58	HQ	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp001896555	86.55	99.39	0.909	N/A	642	642_1
LIB-MJ259-G6_04.18	98.63	2.88	0	97.39	0.15	0.903	52562	354.351811196487	4284561	0.65	3644	137	183178	18.943806	3576	1168	56	21	1	1	1	1	1	1	0	84.23	HQ	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	88.22	80.41	0.433	0.97884	2316	2316_1
LIB-MJ338-A3_04.12	98.5	2.32	0	97.74	2.13	0.901	52345	308.519036954087	3663617	0.65	3572	123	210324	17.378233	3496	530	45	21	1	1	1	1	1	1	0	86.9	HQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__	95.73	N/A	N/A	0.90158	3488	3488_1
LIB-MJ254-E8_02.31	94.51	0.74	9.09	96.92	0.02	0.896	52184	333.544529262087	3066354	0.63	2751	121	158159	19.05163	2656	529	46	21	1	2	1	1	2	1	0	90.81	HQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__;s__	95.67	N/A	N/A	0.86739	3275	3275_1
LIB-MJ110-B8_04_v_LIB-MJ415-E2_04.11	99.12	1.1	66.67	100	0.99	0.882	51731	333.202242691229	5646878	0.63	4994	216	162811	33.553303	4864	1354	49	20	1	1	1	1	1	1	0	93.62	HQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__	93.84	N/A	N/A	0.96374	3796	3796_1
LIB-MJ131-B11_01_v_LIB-MJ408-F6_04.25	95.73	2.56	33.33	98.54	1.8	0.874	51332	306.813023450586	5021061	0.57	4776	416	286653	13.260585	4516	1613	55	22	2	1	1	2	1	1	0	82.93	HQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	89.75	N/A	N/A	0.89795	4115	4115_2
LIB-MJ334-A10_01.29	79.44	0.86	0	95.74	0.09	0.911	51073	277.28338762215	559647	0.4	614	30	89816	59.6647	583	205	42	20	1	1	1	1	1	1	0	75.14	HQ	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae;g__C7867-005;s__	60.58	79.08	0.183	0.92427	4243	4243_1
LIB-MJ050-C7_02.23	97.47	1.6	0	94.97	0.36	0.898	49987	301.859010801592	1767949	0.68	1759	62	129591	16.613068	1709	1499	36	17	2	0	1	2	1	1	22	89.47	HQ	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__	93.96	78.68	0.382	0.89791	857	857_0
LIB-MJ413-E1_01.4	98.58	3	0	100	0.13	0.898	49586	322.022114720111	1554667	0.33	1447	82	107223	13.928282	1412	880	38	21	2	1	1	2	1	1	0	83.58	HQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__;g__;s__	95.11	75.41	0.039	0.63868	4740	4740_0
LIB-MJ140-E2_02.44	99.86	1.21	40	100	1.79	0.88	49533	296.959357752132	4026014	0.61	3986	139	164843	37.48835	3848	972	51	22	1	2	1	1	2	1	0	93.81	HQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__	95.07	N/A	N/A	0.89542	2872	2872_0
LIB-MJ177-G1_03.22	93.97	0.86	0	92.82	1.29	0.886	49153	306.222852158744	2373750	0.67	2293	74	119378	25.187632	2242	806	50	21	1	1	1	1	1	1	0	89.67	HQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__	91.66	N/A	N/A	0.97726	1445	1445_2
LIB-MJ305-A3_04.28	97.04	4.03	81.82	97.05	1.64	0.909	49145	342.276040085029	3714842	0.57	3293	215	134090	28.191307	3295	1406	40	21	0	1	1	1	1	1	0	76.89	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp016710685	93.58	98.36	0.926	N/A	1513	1513_1
